"ID","Player","Team","Position","RkOv","Status","Age","Score","FGM","FG%","3PTM","3PT%","FT%","PTS","OREB","DREB","AST","ST","BLK","TO","A/TO"
"*04azw*","Lauri Markkanen","UTA","SF,PF,F","15","KamiGR","28","91.51","8.7",".499","3.0",".391",".875","25.6","2.0","6.7","1.9","0.6","0.6","1.9","0.97"
"*005ki*","Brook Lopez","MIL","C","16","Dcks","37","91.35","6.1",".531","1.7",".374",".784","15.9","2.0","4.7","1.3","0.5","2.5","1.4","0.93"
"*03lls*","Jaylen Brown","BOS","SG,G,SF,F","17","Guns","29","90.66","10.1",".491","2.4",".335",".765","26.6","1.2","5.7","3.5","1.1","0.4","2.9","1.18"
"*05uie*","Scottie Barnes","TOR","SG,G,SF,PF,F","18","Johnny","24","90.63","6.0",".456","0.8",".281",".772","15.3","2.3","4.3","4.8","1.1","0.8","2.0","2.41"
"*042nq*","Dejounte Murray","ATL","PG,SG,G","19","Devs","29","90.35","8.3",".464","1.8",".344",".832","20.5","0.7","4.5","6.1","1.5","0.3","2.2","2.80"
"*042n3*","Buddy Hield","IND","SG,G,SF,F","20","Devs","33","90","5.9",".458","3.6",".425",".822","16.8","0.8","4.2","2.8","1.1","0.3","1.7","1.62"
"*03ams*","Zach LaVine","CHI","SG,G,SF,F","21","Yarrrr","31","89.93","8.7",".485","2.6",".375",".848","24.8","0.5","3.9","4.2","0.9","0.2","2.5","1.69"
"*031m2*","Giannis Antetokounmpo","MIL","PF,F,C","22","LRBP","31","89.69","11.2",".553","0.7",".275",".645","31.1","2.2","9.6","5.7","0.8","0.8","3.9","1.46"
"*04qro*","Shai Gilgeous-Alexander","OKC","PG,SG,G","23","zambo","27","89.63","10.4",".510","0.9",".345",".905","31.4","0.9","4.0","5.5","1.6","1.0","2.8","1.93"
"*051os*","P.J. Washington","CHA","PF,F,C","24","DЯ","27","89.57","5.9",".444","2.0",".348",".730","15.7","1.0","3.9","2.4","0.9","1.1","1.5","1.59"
"*042n7*","Domantas Sabonis","SAC","PF,F,C","25","Dcks","29","89.35","7.3",".615","0.4",".373",".742","19.1","3.2","9.1","7.3","0.8","0.5","2.9","2.49"
"*0011e*","LeBron James","LAL","PG,G,SF,PF,F,C","26","Sam🗻🥃","41","88.75","11.1",".500","2.2",".321",".768","28.9","1.2","7.1","6.8","0.9","0.6","3.2","2.11"
"*01enh*","Stephen Curry","GS","PG,SG,G","27","erUP","38","88.67","10.0",".493","4.9",".427",".915","29.4","0.7","5.4","6.3","0.9","0.4","3.2","1.97"
"*01eo9*","Jrue Holiday","MIL","PG,SG,G","28","Johnny","35","88.64","7.3",".479","2.4",".384",".859","19.3","1.2","3.9","7.4","1.2","0.4","2.9","2.51"
"*02nf6*","Damian Lillard","POR","PG,G","29","Thad","35","88.57","9.6",".463","4.2",".371",".914","32.2","0.8","4.0","7.3","0.9","0.3","3.3","2.23"
"*05uid*","Evan Mobley","CLE","PF,F,C","30","Tzokos","24","88.39","6.6",".554","0.3",".216",".674","16.2","2.4","6.6","2.8","0.8","1.5","1.8","1.53"
"*049kb*","De'Aaron Fox","SAC","PG,G","31","Johnny","28","88.27","9.3",".512","1.6",".324",".780","25.0","0.5","3.6","6.1","1.1","0.3","2.5","2.47"
"*03e74*","Spencer Dinwiddie","DAL/BKN","PG,G","32","Kousos","32","87.5","5.8",".438","2.3",".369",".812","17.3","0.4","3.1","6.5","0.8","0.3","1.8","3.55"
"*04qrk*","Trae Young","ATL","PG,G","33","Brid","27","87.21","8.2",".429","2.1",".335",".886","26.2","0.8","2.2","10.2","1.1","0.1","4.1","2.47"
"*01uyj*","Paul George","LAC","SG,G,SF,PF,F","34","LRBP","35","86.95","8.2",".457","2.8",".371",".871","23.8","0.8","5.3","5.1","1.5","0.4","3.1","1.64"
"*05uii*","Franz Wagner","ORL","SG,G,SF,PF,F","35","Johnny","24","86.91","6.8",".485","1.6",".361",".842","18.6","0.9","3.2","3.5","1.0","0.2","2.1","1.69"
"*01eo6*","James Harden","PHI","PG,SG,G","36","Johnny","36","86.88","6.4",".441","2.8",".385",".867","21.0","0.7","5.4","10.7","1.2","0.5","3.4","3.17"
"*04ewt*","Derrick White","BOS","PG,SG,G","37","Brid","31","86.83","4.3",".462","1.8",".381",".875","12.4","0.6","2.9","3.9","0.7","0.9","1.2","3.38"
"*02nf1*","Anthony Davis","LAL","PF,F,C","38","LRBP","33","86.67","9.7",".563","0.3",".257",".784","25.9","3.5","9.1","2.6","1.1","2.0","2.2","1.21"
"*05qu9*","Immanuel Quickley","NY","PG,SG,G","39","Thad","26","86.61","5.2",".448","2.1",".370",".819","14.9","0.7","3.4","3.4","1.0","0.2","1.2","2.79"
"*04ewn*","OG Anunoby","TOR","SG,G,SF,PF,F","40","Johnny","28","86.38","6.3",".476","2.1",".387",".838","16.8","1.4","3.5","2.0","1.9","0.7","2.0","0.99"
"*027pe*","Jimmy Butler","MIA","SF,PF,F","41","LRBP","36","86.36","7.5",".539","0.6",".350",".850","22.9","2.2","3.7","5.3","1.8","0.3","1.6","3.37"
"*027p4*","Tobias Harris","PHI","SF,PF,F","42","DЯ","33","86.32","5.7",".501","1.7",".389",".876","14.7","0.9","4.8","2.5","0.9","0.5","1.2","2.09"
"*051p8*","Jordan Poole","GS","PG,SG,G","43","Guns","26","86.29","6.7",".430","2.6",".336",".870","20.4","0.4","2.4","4.5","0.8","0.3","3.1","1.46"
"*05uir*","Trey Murphy","NO","SF,PF,F","44","Dcks","25","85.96","4.9",".484","2.6",".406",".905","14.5","0.7","2.8","1.4","1.1","0.5","0.8","1.84"
"*04qrj*","Jaren Jackson","MEM","PF,F,C","45","zambo","26","85.94","6.6",".506","1.6",".355",".788","18.6","1.7","5.0","1.0","1.0","3.0","1.7","0.56"
"*05qtv*","Tyrese Haliburton","IND","PG,SG,G","46","zambo","26","85.66","7.4",".490","2.9",".400",".871","20.7","0.6","3.1","10.4","1.6","0.4","2.5","4.15"
"*05uiq*","Alperen Sengun","HOU","C","47","Guns","23","85.54","5.9",".553","0.3",".333",".715","14.8","3.2","5.8","3.9","0.9","0.9","2.6","1.51"
"*05uig*","Josh Giddey","OKC","PG,SG,G","48","Yarrrr","23","85.4","7.1",".482","1.0",".325",".731","16.6","1.9","5.9","6.2","0.8","0.4","2.8","2.22"
"*05uic*","Jalen Green","HOU","PG,SG,G","49","Tzokos","24","85.37","7.4",".416","2.5",".338",".786","22.1","0.6","3.2","3.7","0.8","0.2","2.6","1.41"
"*04qsa*","Jalen Brunson","NY","PG,SG,G","50","DЯ","29","85.25","8.6",".491","2.0",".416",".829","24.0","0.6","3.0","6.2","0.9","0.2","2.1","2.96"
"*051ol*","Darius Garland","CLE","PG,G","51","zambo","26","85.12","7.6",".462","2.4",".410",".863","21.6","0.4","2.3","7.8","1.2","0.1","2.9","2.70"
"*03nwl*","Terry Rozier","CHA","PG,SG,G","52","DЯ","32","85.11","7.8",".415","2.6",".327",".809","21.1","0.8","3.3","5.1","1.2","0.3","2.1","2.38"
"*03al0*","Aaron Gordon","DEN","SF,PF,F","53","Yarrrr","30","85.06","6.3",".564","0.9",".347",".608","16.3","2.4","4.1","3.0","0.8","0.8","1.4","2.07"
"*042n4*","Jamal Murray","DEN","PG,SG,G","54","Guns","29","85.04","7.3",".454","2.6",".398",".833","20.0","0.7","3.2","6.2","1.0","0.2","2.2","2.76"
"*04ewr*","Kyle Kuzma","WAS","SF,PF,F","55","Devs","30","85.03","8.0",".448","2.5",".333",".730","21.2","0.9","6.4","3.7","0.6","0.5","3.0","1.26"
"*005kc*","Russell Westbrook","LAL/UTA/LAC","PG,SG,G","56","erUP","37","84.99","5.9",".436","1.2",".311",".656","15.9","1.2","4.6","7.5","1.0","0.5","3.5","2.16"
"*06210*","Paolo Banchero","ORL","SF,PF,F","57","Yarrrr","23","84.87","6.7",".427","1.2",".298",".738","20.0","1.2","5.7","3.7","0.8","0.5","2.8","1.34"
"*03aq2*","Jerami Grant","POR","SF,PF,F","58","Yarrrr","32","84.83","6.9",".475","2.3",".401",".813","20.5","0.8","3.7","2.4","0.8","0.8","1.8","1.29"
"*06212*","Jabari Smith","HOU","PF,F,C","59","Johnny","22","84.78","4.6",".408","1.5",".307",".786","12.8","1.5","5.7","1.3","0.5","0.9","1.3","0.97"
"*03ad4*","D'Angelo Russell","MIN/LAL","PG,SG,G","60","Goat","30","84.65","6.3",".469","2.7",".396",".829","17.8","0.5","2.5","6.2","1.0","0.4","2.6","2.35"
"*04ewf*","Bam Adebayo","MIA","PF,F,C","61","Sam🗻🥃","28","84.46","8.0",".540","0.0",".083",".806","20.4","2.5","6.7","3.2","1.2","0.8","2.5","1.28"
"*051oi*","Ja Morant","MEM","PG,SG,G","62","DЯ","26","84.36","9.3",".466","1.5",".307",".748","26.2","1.0","4.9","8.1","1.1","0.3","3.4","2.39"
"*01eon*","DeMar DeRozan","CHI","SG,G,SF,PF,F","63","erUP","36","84.22","8.9",".504","0.6",".324",".872","24.5","0.5","4.2","5.1","1.1","0.5","2.1","2.46"
"*03ad2*","Myles Turner","IND","C","64","erUP","30","83.94","6.5",".548","1.5",".373",".783","18.0","1.4","6.1","1.4","0.6","2.3","1.7","0.86"
"*051ot*","Tyler Herro","MIA","PG,SG,G","65","DЯ","26","83.87","7.3",".439","3.0",".378",".934","20.1","0.4","5.0","4.2","0.8","0.2","2.4","1.77"
"*027oz*","Kawhi Leonard","LAC","SG,G,SF,F","66","Dcks","34","83.86","8.6",".512","2.0",".416",".871","23.8","1.1","5.4","3.9","1.4","0.5","1.7","2.32"
"*027ou*","Klay Thompson","GS","SG,G,SF,F","67","Sam🗻🥃","36","83.64","7.9",".436","4.4",".412",".879","21.9","0.6","3.6","2.4","0.7","0.4","1.8","1.33"
"*051pa*","Kevin Porter","HOU","PG,SG,G","68","Kousos","25","83.59","6.6",".442","2.4",".366",".784","19.2","1.3","4.0","5.7","1.4","0.3","3.2","1.80"
"*05qu0*","Jaden McDaniels","MIN","SF,PF,F","69","TBB","25","83.44","4.7",".517","1.4",".398",".736","12.1","1.2","2.7","1.9","0.9","1.0","1.4","1.32"
"*04qrw*","Kevin Huerter","SAC","SG,G,SF,F","70","Tzokos","27","83.39","5.6",".485","2.7",".402",".725","15.2","0.6","2.8","2.9","1.1","0.3","1.3","2.28"
"*05qt3*","Desmond Bane","MEM","SG,G,SF,F","71","Thad","27","83.12","7.8",".479","2.9",".408",".883","21.5","0.7","4.3","4.4","1.0","0.4","2.2","2.02"
"*03nwq*","Christian Wood","DAL","PF,F,C","72","Yarrrr","30","82.48","5.9",".515","1.6",".376",".772","16.6","1.3","6.0","1.8","0.4","1.1","1.8","1.00"
"*05qt0*","Saddiq Bey","DET/ATL","SF,PF,F","73","Thad","26","82.27","4.6",".422","2.0",".361",".861","13.8","1.3","3.4","1.5","0.9","0.2","0.9","1.66"
"*06213*","Keegan Murray","SAC","SF,PF,F","74","DЯ","25","82.19","4.4",".453","2.6",".411",".765","12.2","1.1","3.5","1.2","0.8","0.5","0.8","1.63"
"*0527l*","Luguentz Dort","OKC","PG,SG,G,SF,F","75","SaraS","26","82.08","4.6",".388","1.8",".330",".772","13.7","1.7","2.9","2.1","1.0","0.3","1.2","1.67"
"*0621b*","Jalen Williams","OKC","SG,G,SF,F","76","aris","24","81.95","5.5",".521","1.0",".356",".812","14.1","1.1","3.4","3.3","1.4","0.5","1.6","2.02"
"*031m0*","Kelly Olynyk","UTA","PF,F,C","77","Kousos","34","81.09","4.1",".499","1.4",".394",".853","12.5","1.2","5.0","3.7","0.9","0.5","2.5","1.50"
"*04qsm*","De'Anthony Melton","PHI","PG,G","78","Guns","27","81.08","3.6",".425","2.0",".390",".793","10.1","0.9","3.2","2.6","1.6","0.5","1.3","1.93"
"*04qsj*","Bruce Brown","DEN","PG,SG,G,SF,PF,F","79","Yarrrr","29","80.84","4.5",".483","1.1",".358",".758","11.5","0.8","3.3","3.4","1.1","0.6","1.5","2.18"
"*02nf7*","Harrison Barnes","SAC","SF,PF,F","80","LRBP","33","80.71","4.6",".473","1.6",".374",".847","15.0","1.1","3.4","1.6","0.7","0.1","1.0","1.49"
"*06214*","Jaden Ivey","DET","PG,SG,G","81","Johnny","24","80.7","5.5",".416","1.6",".343",".747","16.3","1.0","2.9","5.2","0.8","0.2","3.2","1.63"
"*03nwm*","Devin Booker","PHO","SG,G","82","PNB","29","80.69","9.9",".494","2.1",".351",".855","27.8","0.9","3.7","5.5","1.0","0.3","2.7","2.02"
"*051pb*","Nicolas Claxton","BKN","C","83","SaraS","26","80.55","5.4",".705","0.0",".000",".541","12.6","2.4","6.8","1.9","0.9","2.5","1.3","1.50"
"*001aw*","Kevin Durant","BKN/PHO","SF,PF,F,C","84","Goat","37","80.52","10.3",".560","2.0",".404",".919","29.1","0.4","6.3","5.0","0.7","1.4","3.3","1.51"
"*051p9*","Keldon Johnson","SA","SG,G,SF,PF,F","85","Kousos","26","80.34","8.0",".452","2.1",".329",".749","22.0","0.9","4.2","2.9","0.7","0.2","2.1","1.37"
"*04ewu*","Josh Hart","POR/NY","SG,G,SF,F","86","KamiGR","31","79.75","3.6",".529","0.8",".372",".750","9.8","1.9","5.9","3.8","1.2","0.3","1.5","2.48"
"*05qsl*","Patrick Williams","CHI","SF,PF,F","87","Sam🗻🥃","24","79.39","3.8",".464","1.4",".415",".857","10.2","1.0","3.0","1.2","0.9","0.9","1.2","0.99"
"*027oo*","Jonas Valanciunas","NO","C","88","zambo","33","79.33","5.6",".547","0.5",".349",".826","14.1","2.8","7.3","1.8","0.3","0.7","2.0","0.88"
"*04jwd*","Royce O'Neale","BKN","SF,PF,F","89","KamiGR","32","79.26","3.0",".386","2.1",".389",".725","8.8","0.7","4.3","3.7","0.9","0.6","1.5","2.48"
"*042nf*","Caris LeVert","CLE","SG,G,SF,F","90","zambo","31","79","4.3",".431","1.7",".392",".722","12.1","0.7","3.1","3.9","1.0","0.3","1.6","2.47"
"*051oj*","RJ Barrett","NY","SG,G,SF,F","91","Kousos","25","78.98","7.0",".434","1.7",".310",".740","19.6","0.8","4.2","2.8","0.4","0.2","2.2","1.23"
"*04qse*","Gary Trent","TOR","PG,SG,G,SF,F","92","erUP","27","78.92","6.1",".433","2.5",".369",".839","17.4","0.5","2.2","1.6","1.6","0.2","0.8","1.93"
"*042n6*","Jakob Poeltl","SA/TOR","C","93","Dcks","30","78.68","5.4",".629","0.0",".000",".592","12.5","3.3","5.8","2.7","0.9","1.2","1.7","1.58"
"*03byk*","Jordan Clarkson","UTA","PG,SG,G","94","Kousos","33","78.62","7.5",".444","2.5",".338",".816","20.8","1.2","2.9","4.4","0.5","0.2","3.0","1.45"
"*04qs1*","Anfernee Simons","POR","PG,SG,G","95","erUP","26","78.51","7.5",".447","3.4",".377",".894","21.1","0.3","2.3","4.1","0.7","0.2","2.1","1.98"
"*0017e*","Chris Paul","PHO","PG,G","96","Goat","40","78.43","5.0",".440","1.7",".375",".831","13.9","0.5","3.8","8.9","1.5","0.4","1.9","4.60"
"*0621g*","Tari Eason","HOU","PF,F","97","TBB","24","78.06","3.6",".448","0.7",".343",".752","9.3","2.4","3.7","1.1","1.2","0.6","1.2","0.87"
"*031lv*","Kentavious Caldwell-Pope","DEN","SG,G,SF,F","98","SaraS","33","77.86","3.8",".462","1.8",".423",".824","10.8","0.5","2.3","2.4","1.5","0.5","1.1","2.13"
"*000zv*","Al Horford","BOS","PF,F,C","99","Goat","39","77.79","3.6",".476","2.3",".446",".714","9.8","1.2","5.0","3.0","0.5","1.0","0.6","5.11"
"*05qsq*","Tyrese Maxey","PHI","PG,SG,G","100","Brid","25","77.73","7.3",".481","2.7",".434",".845","20.3","0.4","2.5","3.5","0.8","0.1","1.3","2.65"
"*03nwn*","Bobby Portis","MIL","PF,F,C","101","zambo","31","77.65","5.7",".496","1.4",".370",".768","14.1","2.2","7.4","1.5","0.4","0.2","1.2","1.30"
"*04qrl*","Wendell Carter","ORL","PF,F,C","102","Devs","26","77.36","5.6",".525","1.4",".356",".738","15.2","2.1","6.6","2.3","0.5","0.6","1.9","1.25"
"*04ewk*","John Collins","ATL","PF,F,C","103","zambo","28","77.27","5.1",".508","1.0",".292",".803","13.1","1.1","5.4","1.2","0.6","1.0","1.1","1.08"
"*04ex8*","Dillon Brooks","MEM","SG,G,SF,F","104","TBB","30","76.84","5.4",".396","2.0",".326",".779","14.3","0.6","2.7","2.6","0.9","0.2","1.4","1.82"
"*03ad0*","Tyus Jones","MEM","PG,G","105","Tzokos","29","76.65","3.9",".438","1.5",".371",".800","10.3","0.3","2.1","5.2","1.0","0.1","0.9","5.64"
"*04ewm*","Jarrett Allen","CLE","C","106","PNB","27","76.56","5.9",".644","0.0",".100",".733","14.3","3.3","6.5","1.7","0.8","1.2","1.4","1.22"
"*049kd*","Deandre Ayton","PHO","C","107","PNB","27","76.46","7.8",".589","0.1",".292",".760","18.0","2.6","7.4","1.7","0.6","0.8","1.8","0.96"
"*05qym*","Kenyon Martin","HOU","SF,PF,F","108","PNB","25","76.45","5.0",".569","0.8",".315",".680","12.7","1.5","4.0","1.5","0.5","0.4","1.1","1.35"
"*042nw*","Malcolm Brogdon","BOS","PG,SG,G","109","PNB","33","76.44","5.3",".484","2.0",".444",".870","14.9","0.6","3.6","3.7","0.7","0.3","1.5","2.53"
"*049kc*","Malik Monk","SAC","PG,SG,G,SF,F","110","PNB","28","76.36","4.6",".448","1.9",".359",".889","13.5","0.4","2.2","3.9","0.6","0.3","1.9","2.04"
"*031m9*","Mason Plumlee","CHA/LAC","C","111","Goat","36","76.3","4.2",".680","0.0","0",".636","10.8","2.9","6.0","3.1","0.6","0.6","1.5","2.09"
"*031mb*","Tim Hardaway","DAL","SG,G,SF,F","112","Goat","34","76.29","4.8",".401","3.0",".385",".770","14.4","0.3","3.2","1.8","0.7","0.2","0.8","2.15"
"*04qru*","Donte DiVincenzo","GS","PG,SG,G","113","TBB","29","76.19","3.3",".435","2.1",".397",".817","9.4","1.1","3.4","3.5","1.3","0.1","1.6","2.25"
"*0558t*","Max Strus","MIA","SG,G,SF,F","114","Thad","30","76.05","4.0",".410","2.5",".350",".876","11.5","0.6","2.6","2.1","0.5","0.1","0.9","2.44"
"*0015e*","Mike Conley","UTA/MIN","PG,G","115","PNB","38","76.01","3.9",".428","2.0",".385",".834","11.9","0.5","2.2","6.7","1.1","0.2","1.5","4.37"
"*03aq3*","Kyle Anderson","MIN","SF,PF,F","116","zambo","32","75.96","3.7",".509","0.6",".410",".735","9.4","1.0","4.4","4.9","1.1","0.9","1.5","3.25"
"*04qrr*","Michael Porter","DEN","SF,F","117","aris","27","75.87","6.4",".487","3.0",".414",".800","17.4","1.0","4.5","1.0","0.6","0.5","1.1","0.96"
"*042ne*","Malik Beasley","UTA/LAL","SG,G,SF,F","118","Brid","29","75.22","4.6",".395","2.9",".357",".769","12.7","0.4","3.1","1.5","0.8","0.1","1.1","1.38"
"*02nfz*","Draymond Green","GS","PF,F,C","119","Dcks","36","75.05","3.4",".527","0.5",".305",".713","8.5","0.9","6.3","6.8","1.0","0.8","2.8","2.45"
"*02xg9*","Rudy Gobert","MIN","C","120","LRBP","33","74.96","5.1",".659","0.0",".000",".644","13.4","3.3","8.3","1.2","0.8","1.4","1.7","0.71"
"*027pg*","Bojan Bogdanovic","DET","SF,PF,F","121","Goat","36","74.59","7.3",".488","2.5",".411",".884","21.6","0.6","3.2","2.6","0.6","0.1","2.3","1.13"
"*05qt9*","Killian Hayes","DET","PG,SG,G","122","KamiGR","24","74.58","4.0",".377","1.1",".280",".821","10.3","0.4","2.5","6.2","1.4","0.4","2.3","2.72"
"*02nf3*","Bradley Beal","WAS","SG,G","123","Devs","32","74.52","8.9",".506","1.6",".365",".842","23.2","0.8","3.1","5.4","0.9","0.7","2.9","1.87"
"*05qtt*","Onyeka Okongwu","ATL","PF,F,C","124","Tzokos","25","74.4","4.0",".638","0.1",".308",".781","9.9","2.7","4.5","1.0","0.7","1.3","1.0","1.00"
"*05uj4*","Santi Aldama","MEM","PF,F,C","125","Brid","25","74.3","3.2",".470","1.2",".353",".750","9.0","1.1","3.7","1.3","0.6","0.6","0.8","1.62"
"*06215*","Bennedict Mathurin","IND","SG,G,SF,F","126","Kousos","23","74.12","5.3",".434","1.3",".323",".828","16.7","1.1","3.0","1.5","0.6","0.2","1.9","0.76"
"*05qtq*","Tre Jones","SA","PG,G","127","Brid","26","74.08","5.0",".459","0.7",".285",".860","12.9","0.8","2.8","6.6","1.3","0.1","1.6","4.07"
"*051pw*","Jalen McDaniels","CHA/PHI","SF,PF,F","128","FA","28","73.95","3.5",".455","1.0",".332",".841","9.4","0.8","3.5","1.6","1.0","0.4","1.2","1.40"
"*04ewc*","Zach Collins","SA","PF,F,C","129","Brid","28","73.83","4.5",".518","0.9",".374",".761","11.6","1.8","4.5","2.9","0.6","0.8","2.0","1.40"
"*05qtj*","Deni Avdija","WAS","SG,G,SF,PF,F","130","TBB","25","73.63","3.3",".437","0.9",".297",".739","9.2","1.0","5.4","2.8","0.9","0.4","1.6","1.72"
"*04qsi*","Jarred Vanderbilt","UTA/LAL","PF,F,C","131","Thad","26","73.36","3.2",".548","0.4",".322",".691","7.9","2.2","5.3","2.4","1.1","0.3","1.2","1.90"
"*05uiz*","Quentin Grimes","NY","SG,G,SF,F","132","Devs","25","73.26","4.0",".468","2.2",".386",".796","11.3","0.7","2.5","2.1","0.7","0.4","1.0","2.17"
"*03al1*","Marcus Smart","BOS","PG,SG,G","133","Sam🗻🥃","32","73.21","4.1",".415","1.9",".336",".746","11.5","0.8","2.4","6.3","1.5","0.4","2.3","2.67"
"*04qry*","Grayson Allen","MIL","SG,G,SF,F","134","SaraS","30","73.19","3.4",".440","2.0",".399",".905","10.4","0.8","2.4","2.3","0.9","0.2","1.0","2.26"
"*05qto*","LaMelo Ball","CHA","PG,SG,G","135","Brid","24","73.14","8.2",".411","4.0",".376",".836","23.3","1.2","5.3","8.4","1.3","0.3","3.6","2.36"
"*03e6n*","Jusuf Nurkic","POR","C","136","Yarrrr","31","73.03","5.0",".519","0.8",".361",".661","13.3","2.2","6.9","2.9","0.8","0.8","2.3","1.25"
"*051p2*","Grant Williams","BOS","SF,PF,F","137","Guns","27","72.86","2.7",".454","1.5",".395",".770","8.1","1.1","3.5","1.7","0.5","0.4","1.0","1.60"
"*03ad7*","Kevon Looney","GS","PF,F,C","138","LRBP","30","72.74","3.0",".630","0.0",".000",".606","7.0","3.3","5.9","2.5","0.6","0.6","0.5","4.60"
"*05uj9*","Herbert Jones","NO","SF,F","139","aris","27","72.63","3.6",".469","0.8",".335",".764","9.8","1.5","2.6","2.5","1.6","0.6","1.3","1.84"
"*04jw5*","Torrey Craig","PHO","SF,PF,F","140","Devs","35","72.52","2.9",".456","1.3",".395",".711","7.4","1.8","3.6","1.5","0.6","0.8","0.9","1.60"
"*055qo*","Caleb Martin","MIA","SF,PF,F","141","zambo","30","71.76","3.6",".464","1.2",".356",".805","9.6","1.2","3.6","1.6","1.0","0.4","1.1","1.50"
"*04fj8*","Chris Boucher","TOR","SF,PF,F,C","142","Guns","33","71.72","3.4",".493","0.8",".328",".762","9.4","2.1","3.5","0.4","0.6","0.8","0.5","0.71"
"*0527h*","Naz Reid","MIN","C","143","KamiGR","26","71.72","4.6",".537","1.1",".346",".677","11.5","1.1","3.8","1.1","0.6","0.8","1.4","0.84"
"*05qt4*","Aaron Nesmith","IND","SF,PF,F","144","aris","26","70.83","3.5",".427","1.6",".366",".838","10.1","0.8","2.9","1.3","0.8","0.5","1.0","1.31"
"*03nwk*","Kelly Oubre Jr.","CHA","SG,G,SF,F","145","TBB","30","70.55","7.4",".431","2.3",".319",".760","20.3","1.4","3.8","1.1","1.4","0.4","1.3","0.84"
"*05qtl*","Cole Anthony","ORL","PG,G","146","Guns","25","70.52","4.6",".454","1.3",".364",".894","13.0","0.8","4.0","3.9","0.6","0.5","1.5","2.58"
"*049s6*","Markelle Fultz","ORL","PG,SG,G","147","Sam🗻🥃","27","70.49","5.8",".514","0.5",".310",".783","13.9","1.1","2.8","5.7","1.4","0.4","2.3","2.45"
"*043ib*","Dorian Finney-Smith","DAL/BKN","SF,PF,F","148","Sam🗻🥃","32","70.22","3.0",".391","1.7",".337",".763","8.3","1.7","3.1","1.5","0.8","0.5","0.9","1.61"
"*042n1*","Brandon Ingram","NO","SG,G,SF,PF,F","149","Devs","28","70.03","9.0",".484","1.4",".390",".882","24.7","0.5","5.0","5.8","0.7","0.4","3.3","1.77"
"*03e6s*","Clint Capela","ATL","C","150","aris","31","70.03","5.4",".653","0.0",".000",".603","12.0","4.0","7.1","0.9","0.7","1.2","0.8","1.07"
"*042nt*","Ivica Zubac","LAC","C","151","Kousos","29","69.89","4.3",".634","0.0",".000",".697","10.8","3.1","6.8","1.0","0.4","1.3","1.5","0.66"
"*051ok*","De'Andre Hunter","ATL","SF,PF,F","152","Tzokos","28","69.72","5.7",".461","1.5",".350",".826","15.4","0.7","3.6","1.4","0.5","0.3","1.2","1.15"
