"ID","Player","Team","Position","RkOv","Status","Age","Score","FGM","FG%","3PTM","3PT%","FT%","PTS","OREB","DREB","AST","ST","BLK","TO","A/TO"
"04ewv","Frank Jackson","DET","PG,G","314","FA","27","42.16","3.4",".457","1.5",".407",".813","9.8","0.4","1.8","0.9","0.4","0.0","0.8","1.06"
"051ok","De'Andre Hunter","ATL","SF,F","315","DЯ","28","42.06","5.2",".484","1.3",".326",".859","15.0","0.7","4.0","1.9","0.8","0.5","1.3","1.52"
"051ov","Sekou Doumbouya","DET","SF,PF,F","316","DOGS","25","41.91","1.9",".379","0.5",".226",".703","5.1","0.7","1.9","0.8","0.4","0.2","0.8","1.07"
"02nfa","Austin Rivers","NY/OKC/DEN","PG,SG,G,SF,F","317","FA","33","41.76","2.9",".424","1.5",".369",".710","7.9","0.2","2.1","2.3","0.8","0.1","1.0","2.25"
"051pg","Cody Martin","CHA","SF,F","318","FA","30","41.48","1.6",".441","0.3",".276",".581","4.0","1.0","2.1","1.7","0.7","0.2","0.8","2.15"
"04ex0","Semi Ojeleye","BOS","SF,PF,F","319","FA","31","41.45","1.6",".403","1.0",".367",".750","4.6","0.6","2.1","0.7","0.3","0.0","0.4","1.76"
"01uz4","Hassan Whiteside","SAC","C","320","Thad","36","41.32","3.5",".563","0.0",".000",".519","8.1","1.7","4.3","0.6","0.3","1.3","1.1","0.50"
"05qtm","Precious Achiuwa","MIA","SF,PF,F","321","Kousos","26","41.25","2.0",".544","0.0",".000",".509","5.0","1.2","2.2","0.5","0.3","0.5","0.7","0.67"
"04ex7","Damyean Dotson","CLE","PG,SG,G","322","FA","31","41.23","2.6",".406","1.0",".289",".667","6.7","0.1","1.9","2.0","0.3","0.1","0.9","2.17"
"031lq","Otto Porter","CHI/ORL","SF,PF,F","323","Dcks","32","40.94","3.5",".432","1.4",".375",".857","9.7","1.0","4.4","2.0","0.6","0.1","0.9","2.20"
"051oq","Cam Reddish","ATL","PG,SG,G,SF,PF,F","324","Others","26","40.69","3.7",".365","1.3",".262",".817","11.2","0.8","3.2","1.3","1.3","0.3","1.3","1.03"
"04aqo","David Nwaba","HOU","SG,G,SF,F","325","FA","33","40.58","3.5",".486","0.6",".270",".691","9.2","1.3","2.6","1.0","1.0","0.7","0.6","1.82"
"04xhy","Yuta Watanabe","TOR","SG,G,SF,F","326","FA","31","40.36","1.6",".439","0.7",".400",".828","4.4","0.7","2.5","0.8","0.5","0.4","0.4","2.11"
"0018d","JJ Redick","NO/DAL","SG,G","327","FA","41","40.31","2.4",".397","1.5",".371",".942","7.4","0.1","1.4","1.2","0.3","0.1","0.8","1.42"
"01uz9","Nemanja Bjelica","SAC/MIA","PF,F,C","328","FA","37","40.15","2.4",".454","0.7",".318",".725","6.5","0.8","2.6","1.9","0.4","0.1","0.9","2.09"
"059ft","Mychal Mulder","GS","PG,SG,G","329","FA","31","39.84","2.0",".449","1.4",".397",".636","5.6","0.1","0.9","0.4","0.2","0.2","0.3","1.63"
"04qs9","Jevon Carter","PHO","PG,G","330","FA","30","39.67","1.6",".422","0.9",".371",".571","4.1","0.3","1.3","1.2","0.5","0.1","0.3","4.44"
"031m7","Tony Snell","ATL","SG,G,SF,F","331","FA","34","39.27","1.9",".515","1.3",".569","1.000","5.3","0.4","2.0","1.3","0.3","0.2","0.4","2.81"
"02ng7","Mike Scott","PHI","SF,PF,F","332","FA","37","38.68","1.5",".360","1.0",".342",".667","4.2","0.2","2.1","0.8","0.5","0.3","0.4","2.11"
"051pb","Nicolas Claxton","BKN","PF,F,C","333","zambo","26","38.33","2.8",".621","0.0",".200",".484","6.6","1.3","3.8","0.9","0.7","1.3","0.6","1.56"
"059ca","Oshae Brissett","IND","SF,PF,F","334","DЯ","27","38.28","3.5",".483","1.6",".423",".769","10.9","1.4","4.1","0.9","0.9","1.0","0.5","1.80"
"045gs","Chasson Randle","ORL","PG,SG,G","335","FA","33","38.2","2.2",".388","1.1",".338",".792","6.5","0.2","1.8","1.8","0.5","0.1","1.1","1.61"
"05qsx","Obi Toppin","NY","SF,PF,F","336","Sam🗻🥃","28","38","1.7",".498","0.4",".306",".731","4.1","0.4","1.8","0.5","0.3","0.2","0.4","1.26"
"005ll","George Hill","OKC/PHI","PG,SG,G","337","FA","39","37.6","3.2",".482","1.0",".388",".800","8.7","0.5","1.5","2.4","0.8","0.2","1.0","2.35"
"05qtt","Onyeka Okongwu","ATL","SF,PF,F,C","338","Dcks","25","37.32","1.9",".644","0.0",".000",".632","4.6","1.2","2.0","0.4","0.5","0.7","0.6","0.62"
"03apy","Rodney Hood","POR/TOR","SG,G,SF,F","339","FA","33","37.3","1.7",".362","0.6",".301",".857","4.5","0.4","1.5","1.0","0.4","0.1","0.7","1.47"
"05293","John Konchar","MEM","SG,G","340","FA","30","36.63","1.6",".500","0.5",".375",".833","4.3","0.8","2.2","1.1","0.7","0.2","0.4","2.61"
"04w4b","Brandon Goodwin","ATL","PG,G","341","FA","30","36.47","1.8",".377","0.7",".311",".651","4.9","0.2","1.3","2.0","0.4","0.0","0.8","2.64"
"051p5","Nassir Little","POR","SF,PF,F","342","DЯ","26","36.36","1.6",".467","0.6",".350",".800","4.6","0.7","2.0","0.5","0.1","0.3","0.4","1.28"
"02nff","Maurice Harkless","MIA/SAC","SF,PF,F","343","FA","32","36.34","1.9",".418","0.6",".274",".767","5.2","0.4","2.1","1.2","0.8","0.5","0.6","2.00"
"05g3q","Gabe Vincent","MIA","PG,G","344","FA","29","36.05","1.8",".378","0.9",".309",".870","4.8","0.2","0.9","1.3","0.4","0.0","0.7","1.97"
"04ewg","Justin Jackson","OKC/MIL","SG,G,SF,PF,F","345","FA","31","35.92","2.6",".403","1.1",".308",".838","7.2","0.5","1.8","1.5","0.4","0.1","0.9","1.63"
"04qsp","Chimezie Metu","SAC","PF,F,C","346","FA","29","35.84","2.5",".508","0.4",".351",".721","6.3","0.9","2.3","0.8","0.4","0.5","0.8","0.97"
"05qt4","Aaron Nesmith","BOS","SG,G,SF,PF,F","347","FA","26","35.75","1.7",".438","0.9",".370",".786","4.7","0.6","2.2","0.5","0.3","0.2","0.5","1.00"
"042o6","Jake Layman","MIN","SG,G,SF,PF,F","348","FA","32","35.04","2.0",".495","0.5",".295",".703","5.1","0.3","1.2","0.6","0.6","0.4","0.6","1.08"
"01scu","Patrick Patterson","LAC","PF,F,C","349","FA","37","34.69","1.9",".436","1.1",".357",".765","5.2","0.5","1.5","0.8","0.4","0.2","0.3","2.64"
"05qt9","Killian Hayes","DET","PG,G","350","Sam🗻🥃","24","34.65","2.7",".353","0.8",".278",".824","6.8","0.2","2.4","5.3","1.0","0.4","3.2","1.66"
"042nr","Damian Jones","PHO/LAL/SAC","C","351","FA","30","34.09","1.8",".680","0.0",".200",".724","4.7","0.9","2.2","0.7","0.3","0.7","0.7","1.12"
"04ewi","D.J. Wilson","MIL/HOU","PF,F","352","FA","30","33.96","1.9",".405","0.9",".345",".680","5.2","0.6","2.6","0.7","0.3","0.5","0.6","1.05"
"03hz1","Tyler Johnson","BKN","PG,SG,G","353","FA","33","33.84","1.8",".393","1.2",".364",".857","5.4","0.2","1.8","1.2","0.4","0.0","0.4","2.76"
"055bw","Nicolo Melli","NO/DAL","PF,F","354","FA","35","33.72","1.0",".326","0.5",".271",".760","3.0","0.6","2.1","1.0","0.3","0.1","0.3","3.67"
"049s5","Dennis Smith","NY/DET","PG,SG,G","355","Thad","28","33.18","2.5",".400","0.8",".328",".731","6.7","0.5","1.9","3.3","1.0","0.6","1.1","2.96"
"058n6","Armoni Brooks","HOU","PG,G","356","FA","27","33.09","3.9",".406","3.0",".382",".583","11.2","0.5","2.9","1.5","0.6","0.3","1.1","1.36"
"0558t","Max Strus","MIA","SG,G,SF,F","357","FA","30","33.07","2.2",".455","1.3",".338",".667","6.1","0.1","0.9","0.6","0.3","0.1","0.2","3.00"
"03e7e","Thanasis Antetokounmpo","MIL","SF,F","358","FA","33","32.73","1.2",".489","0.1",".241",".510","2.9","0.9","1.2","0.8","0.4","0.2","0.8","1.07"
"051p6","Dylan Windler","CLE","SG,G,SF,F","359","FA","29","32.68","1.8",".438","0.8",".338",".778","5.2","0.6","2.8","1.1","0.6","0.4","1.0","1.03"
"03nwi","Justise Winslow","MEM","PG,G,SF,PF,F","360","FA","30","32.03","2.8",".352","0.4",".185",".571","6.8","0.7","3.8","1.9","0.6","0.5","1.4","1.35"
"051om","Jarrett Culver","MIN","PG,SG,G,SF,F","361","Others","27","31.17","2.0",".411","0.4",".245",".604","5.3","1.0","2.1","0.7","0.5","0.3","0.8","0.86"
"01uyd","Avery Bradley","MIA/HOU","PG,SG,G","362","FA","35","31","2.4",".374","1.2",".327",".800","6.4","0.3","1.8","1.7","0.8","0.1","1.0","1.64"
"04qrj","Jaren Jackson","MEM","PF,F,C","363","zambo","26","30.96","4.8",".424","1.5",".283",".833","14.4","1.5","4.1","1.1","1.1","1.6","1.4","0.80"
"05qsj","Lamar Stevens","CLE","SF,PF,F","364","Others","28","30.91","1.6",".456","0.1",".160",".725","4.1","0.6","1.8","0.6","0.4","0.3","0.6","1.09"
"04ug6","Gary Clark","ORL/DEN/PHI","SF,PF,F","365","FA","31","30.76","1.0",".303","0.8",".287",".800","3.1","0.8","2.1","0.8","0.3","0.2","0.4","1.82"
"04qrs","Troy Brown","WAS/CHI","SG,G,SF,F","366","Guns","26","30.26","1.8",".431","0.6",".314",".714","4.7","0.6","2.5","0.9","0.3","0.2","0.6","1.38"
"03k50","Langston Galloway","PHO","PG,SG,G","367","FA","34","30.07","1.6",".449","0.9",".424",".957","4.8","0.2","0.9","0.7","0.2","0.0","0.3","2.00"
"03xmw","Harry Giles","POR","PF,F,C","368","FA","27","29.84","1.1",".433","0.2",".348",".593","2.8","0.8","2.7","0.8","0.2","0.3","0.5","1.45"
"049kh","Kevin Knox","NY","SF,PF,F","369","FA","26","29.74","1.3",".392","0.8",".393",".800","3.9","0.2","1.2","0.5","0.3","0.1","0.4","1.12"
"05qy1","Mason Jones","HOU/PHI","PG,SG,G","370","FA","27","29.54","1.6",".423","0.8",".364",".625","5.3","0.2","1.5","1.3","0.2","0.0","0.9","1.45"
"05qu3","Nico Mannion","GS","PG,SG,G","371","FA","25","29.24","1.3",".342","0.7",".367",".821","4.1","0.2","1.3","2.3","0.5","0.0","1.0","2.26"
"043un","Ryan Arcidiacono","CHI","PG,G","372","FA","32","29.22","1.1",".419","0.6",".373",".650","3.1","0.1","1.4","1.3","0.2","0.0","0.2","5.60"
"0558v","Javonte Green","BOS/CHI","PG,SG,G,SF,F","373","FA","32","28.96","1.3",".520","0.2",".333",".750","3.6","0.6","1.1","0.4","0.7","0.1","0.5","0.89"
"05qsp","Isaiah Joe","PHI","PG,SG,G","374","FA","26","28.66","1.2",".361","1.0",".368",".750","3.7","0.1","0.7","0.5","0.3","0.1","0.3","1.82"
"042oh","Abdel Nader","PHO","SF,PF,F","375","FA","32","28.6","2.4",".491","0.8",".419",".757","6.7","0.3","2.3","0.8","0.4","0.4","0.8","1.00"
"057a2","Kelan Martin","IND","SG,G,SF,F","376","FA","30","28.41","1.8",".449","0.7",".400",".900","4.5","0.5","1.7","0.5","0.3","0.3","0.5","1.06"
"04jwb","Luke Kornet","CHI/BOS","PF,F,C","377","FA","30","28.39","1.4",".436","0.5",".254",".500","3.4","0.5","1.7","0.8","0.1","1.0","0.2","3.43"
"05qt6","Jordan Nwora","MIL","SF,PF,F","378","FA","27","27.98","2.1",".459","0.9",".452",".760","5.7","0.3","1.7","0.2","0.6","0.3","0.8","0.29"
"03scs","Boban Marjanovic","DAL","C","379","FA","37","27.94","1.9",".508","0.0",".125",".816","4.7","1.4","2.5","0.3","0.1","0.2","0.4","0.83"
"05qvg","Anthony Lamb","HOU","SF,PF,F","380","Kousos","28","27.85","1.9",".390","1.0",".324",".857","5.5","1.1","1.8","1.0","0.3","0.2","0.8","1.21"
"055sg","DaQuan Jeffries","SAC/HOU","PG,SG,G","381","FA","28","27.81","1.6",".417","0.6",".299",".875","4.1","0.6","1.7","0.7","0.5","0.3","0.5","1.57"
"05qyv","Brodric Thomas","HOU/CLE","SG,G","382","FA","29","27.79","1.2",".361","0.5",".271",".674","3.9","0.3","1.4","0.9","0.5","0.3","0.7","1.36"
"01uyk","Al-Farouq Aminu","ORL/CHI","SF,PF,F","383","FA","35","27.69","1.7",".384","0.3",".216",".818","4.4","1.0","3.8","1.3","0.8","0.4","1.2","1.11"
"051q2","Miye Oni","UTA","SG,G","384","FA","28","27.62","0.6",".354","0.6",".341",".833","1.9","0.4","1.1","0.5","0.2","0.1","0.3","1.75"
"05quh","Zeke Nnaji","DEN","SF,PF,F","385","FA","25","27.17","1.2",".481","0.6",".407",".800","3.2","0.3","1.2","0.2","0.2","0.1","0.2","1.43"
"059g0","Amir Coffey","LAC","SG,G,SF,F","386","FA","28","27.08","1.0",".437","0.5",".411",".711","3.2","0.2","0.8","0.5","0.2","0.0","0.3","1.47"
"05qts","Nathan Knight","ATL","PF,F,C","387","FA","28","26.87","1.1",".370","0.2",".182",".800","3.8","0.8","1.4","0.2","0.3","0.3","0.5","0.53"
"05qzc","Freddie Gillespie","TOR","PF,F","388","FA","28","26.81","2.2",".524","0.0","0",".697","5.5","2.1","2.8","0.5","0.7","1.0","0.6","0.75"
"04ex5","Thomas Bryant","WAS","C","389","Thad","28","26.8","5.9",".648","0.9",".429",".667","14.3","1.8","4.3","1.5","0.4","0.8","1.1","1.36"
"05qtu","Skylar Mays","ATL","PG,SG,G","390","FA","28","26.57","1.3",".449","0.4",".350",".880","3.8","0.3","0.8","0.9","0.4","0.1","0.3","3.33"
"027q4","E'Twaun Moore","PHO","SG,G,SF,F","391","FA","37","26.55","2.0",".455","0.4",".314",".857","4.9","0.5","1.1","1.5","0.6","0.2","0.9","1.74"
"051oz","Luka Samanic","SA","PF,F","392","FA","26","25.83","1.4",".448","0.4",".279",".552","3.7","0.5","1.6","0.5","0.2","0.2","0.6","0.75"
"057ot","Tyler Cook","BKN/DET","PF,F","393","FA","28","25.65","2.2",".670","0.0",".500",".486","4.9","0.9","2.1","0.5","0.3","0.1","0.7","0.81"
"03ad5","Trey Lyles","SA","PF,F,C","394","FA","30","25.62","1.9",".478","0.6",".350",".652","5.0","0.4","3.3","0.6","0.3","0.0","0.3","2.33"
"051pk","Justin James","SAC","SG,G,SF,F","395","FA","29","25.53","1.4",".468","0.4",".368",".583","3.9","0.3","0.6","0.6","0.2","0.1","0.4","1.47"
"0522u","Jaylen Hoard","OKC","SF,PF,F","396","FA","27","25.47","2.3",".500","0.0",".000",".683","6.1","1.1","2.3","1.3","0.7","0.3","0.9","1.41"
"051p7","Mfiondu Kabengele","LAC/SAC/CLE","PF,F,C","397","FA","28","25.42","0.8",".371","0.3",".260",".800","2.4","0.3","1.2","0.4","0.2","0.3","0.4","1.13"
"052q1","Matt Thomas","TOR/UTA","SG,G","398","FA","31","25.41","1.1",".394","0.6",".338",".857","3.1","0.2","0.8","0.4","0.1","0.0","0.3","1.36"
"051pc","KZ Okpala","MIA","SF,PF,F","399","FA","26","25.27","1.0",".375","0.3",".240",".533","2.5","0.6","1.3","0.5","0.3","0.3","0.4","1.27"
"051pv","Tremont Waters","BOS","PG,G","400","FA","28","25.24","1.3",".405","0.6",".395",".941","3.8","0.2","0.6","2.4","0.6","0.0","1.0","2.30"
"03aqc","Glenn Robinson","SAC","SG,G,SF,F","401","FA","32","25.23","1.8",".424","0.7",".364",".913","5.3","0.5","1.5","0.9","0.2","0.1","0.5","1.82"
"05qti","Josh Green","DAL","PG,SG,G","402","FA","25","25.12","1.1",".452","0.1",".160",".565","2.6","0.7","1.3","0.7","0.4","0.1","0.4","1.65"
"04xgm","Chris Chiozza","BKN","PG,G","403","FA","30","25.02","1.4",".352","0.6",".310",".765","4.0","0.1","1.0","3.0","0.3","0.3","0.7","4.06"
"038xl","Dewayne Dedmon","MIA","C","404","FA","36","24.94","2.9",".708","0.1",".200",".741","7.1","1.8","3.6","0.8","0.6","0.4","0.8","0.92"
"04ewx","Wes Iwundu","DAL/NO","SG,G,SF,F","405","FA","31","24.81","0.8",".333","0.1",".122",".839","2.4","0.4","1.8","0.4","0.4","0.1","0.5","0.95"
"03ad1","Jahlil Okafor","DET","C","406","FA","30","24.53","2.3",".618","0.1",".222",".708","5.4","0.9","1.6","0.5","0.2","0.2","0.8","0.62"
"04qrz","Chandler Hutchison","CHI/WAS","SG,G,SF,F","407","FA","29","24.42","1.6",".379","0.3",".364",".840","4.3","0.2","2.9","0.7","0.5","0.2","0.8","0.85"
"041f7","Mike James","NO/BKN","PG,G","408","FA","35","24.38","2.6",".370","0.8",".355",".778","7.7","0.2","2.2","4.2","0.5","0.1","1.5","2.70"
"04xlm","Paul Watson","TOR","PG,SG,G,SF,F","409","FA","31","24.23","1.4",".463","1.1",".469",".625","4.1","0.1","1.5","0.6","0.2","0.1","0.3","1.89"
"01uz6","Ed Davis","MIN","PF,F,C","410","FA","36","24.14","0.8",".432","0.0","0",".833","2.1","2.0","3.0","0.9","0.6","0.6","0.3","3.00"
"03ku5","JaKarr Sampson","IND","SG,G,SF,F","411","FA","33","23.91","1.9",".496","0.1",".200",".655","4.6","0.9","1.7","0.1","0.1","0.5","0.5","0.27"
"04jwc","Alfonzo McKinnie","LAL","SF,PF,F","412","FA","33","23.77","1.2",".516","0.4",".410",".556","3.1","0.6","0.8","0.2","0.2","0.0","0.1","1.20"
"04416","Frank Ntilikina","NY","PG,SG,G","413","FA","27","23.52","0.9",".367","0.7",".479",".444","2.7","0.2","0.8","0.6","0.5","0.1","0.3","1.73"
"05qu7","Trent Forrest","UTA","PG,SG,G","414","FA","27","23.42","1.1",".451","0.2",".192","1.000","2.9","0.4","1.1","1.5","0.3","0.1","0.7","2.14"
"04ewh","Justin Patton","HOU","C","415","FA","28","23.2","2.2",".414","0.7",".265",".750","5.4","1.1","2.7","1.1","0.9","1.1","0.3","3.50"
"051pd","Carsen Edwards","BOS","PG,SG,G","416","FA","28","23.09","1.5",".423","0.6",".286",".846","4.0","0.1","0.7","0.5","0.2","0.0","0.2","2.00"
"04qsg","Isaac Bonga","WAS","SG,G,SF,PF,F","417","FA","26","23.07","0.8",".370","0.3",".277",".625","1.9","0.5","1.2","0.6","0.3","0.2","0.6","1.05"
"04qsq","Alize Johnson","BKN","SF,PF,F","418","DOGS","29","23.05","2.2",".588","0.1",".167","1.000","5.2","1.5","3.5","0.8","0.3","0.3","0.5","1.56"
"051pz","Kyle Guy","SAC","PG,SG,G","419","FA","28","22.98","0.9",".330","0.4",".283",".800","2.8","0.2","1.0","1.0","0.2","0.0","0.4","2.91"
"049s6","Markelle Fultz","ORL","PG,SG,G","420","aris","27","22.94","5.1",".394","0.5",".250",".895","12.9","0.6","2.5","5.4","1.0","0.3","2.3","2.39"
"04qrq","Jerome Robinson","WAS","SG,G","421","FA","29","22.64","1.6",".295","0.6",".262",".800","4.9","0.2","2.0","1.5","0.7","0.4","1.1","1.32"
"02nga","Darius Miller","OKC","SG,G,SF,F","422","FA","36","22.63","1.2",".458","0.9",".405","1.000","4.1","0.1","1.2","1.2","0.7","0.3","0.4","2.63"
"04vu2","Wenyen Gabriel","NO","PF,F","423","FA","29","22.53","1.1",".400","0.6",".406",".647","3.4","1.0","1.6","0.5","0.4","0.4","0.7","0.73"
"048zs","Shaquille Harrison","UTA/DEN","PG,SG,G,SF,F","424","FA","32","22.3","0.8",".333","0.1",".188",".818","2.1","0.2","1.2","0.7","0.5","0.1","0.3","2.27"
"05qtb","Sam Merrill","MIL","PG,SG,G","425","FA","29","22.28","1.1",".444","0.7",".447","1.000","3.0","0.2","0.8","0.7","0.3","0.0","0.3","2.10"
"04exc","Vlatko Cancar","DEN","SF,PF,F","426","FA","28","22.04","0.8",".458","0.2",".273",".769","2.1","0.3","1.0","0.3","0.3","0.0","0.3","1.00"
"05qv9","Anthony Gill","WAS","PF,F","427","FA","33","22.01","1.2",".500","0.3",".292",".813","3.1","0.6","1.3","0.4","0.4","0.2","0.3","1.38"
"05qsz","Reggie Perry","BKN","SF,PF,F","428","FA","26","21.92","1.2",".410","0.2",".190",".769","3.0","1.0","1.8","0.5","0.2","0.2","0.6","0.93"
"05rk9","Gabriel Deck","OKC","SF,F","429","FA","31","21.87","3.2",".478","0.2",".133",".818","8.4","1.6","2.4","2.4","0.8","0.0","0.6","4.00"
"04qsf","Khyri Thomas","HOU","SG,G","430","FA","29","21.85","6.4",".485","1.8",".333","1.000","16.4","1.4","2.2","5.0","1.8","1.2","1.2","4.17"
"051pr","Ignas Brazdeikis","NY/PHI/ORL","SF,F","431","FA","27","21.83","2.7",".422","0.8",".393",".714","7.0","0.8","2.6","1.3","0.3","0.2","0.9","1.42"
"05qzm","Josh Hall","OKC","SF,F","432","FA","25","21.82","1.4",".303","0.2",".108",".500","4.1","0.3","2.5","1.3","0.2","0.0","1.2","1.12"
"05qtq","Tre Jones","SA","PG,SG,G","433","FA","26","21.77","1.0",".474","0.1",".600",".895","2.5","0.2","0.4","1.1","0.2","0.0","0.4","3.00"
"059qb","Donta Hall","TOR/ORL","SF,PF,F","434","FA","28","21.72","1.9",".714","0.0","0",".676","5.6","1.8","2.9","0.8","0.4","0.8","0.6","1.38"
"05qst","Paul Reed","PHI","SF,PF,F","435","Guns","26","21.69","1.6",".538","0.0",".000",".500","3.4","1.2","1.2","0.5","0.4","0.5","0.5","1.00"
"05qui","Markus Howard","DEN","PG,SG,G","436","FA","27","21.35","1.1",".377","0.5",".277",".778","2.8","0.0","0.5","0.5","0.1","0.0","0.5","1.00"
"04qso","Keita Bates-Diop","SA","SF,PF,F","437","FA","30","21.22","1.0",".448","0.2",".294",".667","2.6","0.3","1.3","0.4","0.4","0.2","0.2","1.71"
"05qso","Jalen Harris","TOR","PG,SG,G","438","FA","27","21.21","2.8",".500","1.3",".472",".778","7.4","0.2","1.2","1.3","0.6","0.0","1.1","1.21"
"0392f","Rodney McGruder","DET","SG,G,SF,F","439","FA","34","20.79","2.3",".529","0.7",".458",".750","5.7","0.5","0.9","1.0","0.5","0.1","0.4","2.29"
"05qwu","Killian Tillie","MEM","SF,PF,F,C","440","FA","28","20.13","1.1",".333","0.6",".303",".818","3.2","0.3","1.0","0.4","0.3","0.4","0.1","4.00"
"01g61","Ersan Ilyasova","UTA","SF,PF,F","441","FA","38","19.99","1.2",".389","1.1",".439","1.000","3.8","0.4","1.3","0.2","0.6","0.2","0.5","0.50"
"051pu","Jarrell Brantley","UTA","PF,F","442","FA","29","19.87","0.9",".481","0.4",".429","1.000","2.3","0.3","0.6","0.5","0.3","0.1","0.3","1.88"
"038og","Matthew Dellavedova","CLE","PG,SG,G","443","FA","35","19.74","1.1",".250","0.3",".160","1.000","2.8","0.5","1.4","4.5","0.3","0.1","0.5","9.67"
"05quc","CJ Elleby","POR","SF,PF,F","444","FA","25","19.55","0.8",".379","0.2",".206",".733","2.3","0.4","0.7","0.3","0.2","0.1","0.2","2.00"
"0483a","Yogi Ferrell","CLE/LAC","PG,SG,G","445","FA","32","19.45","2.0",".351","0.9",".321",".778","5.6","0.5","1.4","2.2","0.7","0.3","0.3","7.33"
"03xh1","Quinn Cook","LAL/CLE","PG,G","446","FA","33","19.15","1.3",".426","0.5",".423",".875","3.3","0.1","0.7","0.8","0.2","0.0","0.3","2.57"
"051po","Bol Bol","DEN","PF,F,C","447","FA","26","19.15","0.8",".431","0.3",".375",".667","2.2","0.0","0.8","0.2","0.1","0.3","0.4","0.54"
"05que","Daniel Oturu","LAC","C","448","FA","26","18.89","0.7",".423","0.0",".200",".750","1.8","0.7","0.9","0.3","0.1","0.2","0.3","1.11"
"02v2t","Jabari Parker","SAC/BOS","SF,PF,F","449","FA","31","18.77","2.3",".545","0.2",".182",".769","5.5","0.8","2.5","0.8","0.1","0.4","0.8","1.10"
"051ou","Romeo Langford","BOS","PG,SG,G","450","FA","26","18.56","1.2",".356","0.3",".278",".750","3.1","0.7","1.3","0.7","0.3","0.3","0.6","1.30"
"051pe","Bruno Fernando","ATL","C","451","FA","27","18.56","0.5",".409","0.0",".000",".682","1.5","0.5","1.9","0.3","0.1","0.1","0.6","0.48"
"04exb","Sindarius Thornwell","NO/ORL","SG,G","452","FA","31","18.46","0.7",".326","0.3",".304",".500","2.0","0.1","0.7","1.0","0.6","0.1","0.3","3.00"
"0558u","Tacko Fall","BOS","C","453","FA","30","18.09","1.1",".724","0.0","0",".333","2.5","0.8","1.9","0.2","0.1","1.1","0.3","0.50"
"051q1","Jordan Bone","ORL","PG,G","454","FA","28","17.81","1.6",".426","0.7",".313","0","4.0","0.3","1.4","1.3","0.1","0.0","0.2","6.00"
"05qvv","Mamadi Diakite","MIL","PF,F","455","FA","29","17.56","1.1",".400","0.1",".125",".786","3.1","0.6","1.9","0.6","0.4","0.4","0.2","2.67"
"05qty","Jalen Smith","PHO","SF,PF,F","456","erUP","26","16.78","0.8",".440","0.1",".235",".714","2.0","0.3","1.1","0.1","0.0","0.1","0.3","0.57"
"059qc","Louis King","SAC","SF,PF,F","457","FA","26","16.72","2.8",".500","0.7",".364","1.000","7.3","0.8","2.2","1.5","1.2","0.5","0.7","2.25"
"059fu","Robert Franks","ORL","SF,F","458","FA","29","16.54","1.9",".464","0.7",".333",".923","6.1","0.9","1.1","0.7","0.4","0.4","0.3","2.50"
"055c5","Dakota Mathias","PHI","PG,SG,G","459","FA","30","16.46","2.4",".396","1.0",".308",".333","6.0","0.1","0.8","1.6","0.1","0.4","0.1","13.00"
"058a2","Juwan Morgan","UTA","PF,F","460","FA","28","16.22","0.5",".467","0.1",".308",".429","1.2","0.3","0.7","0.3","0.1","0.0","0.1","2.25"
"04qsh","Rodions Kurucs","BKN/HOU/MIL","SF,PF,F","461","FA","28","16.17","0.5",".344","0.3",".286",".750","1.5","0.2","0.9","0.5","0.4","0.2","0.6","0.77"
"059cd","Charlie Brown","OKC","SG,G,SF,F","462","FA","29","16.02","1.4",".302","0.6",".238",".900","4.4","0.3","1.6","1.0","0.4","0.2","0.7","1.50"
"051ph","Deividas Sirvydis","DET","SG,G,SF,F","463","FA","25","15.98","0.7",".350","0.5",".357",".500","2.0","0.0","1.4","0.3","0.1","0.0","0.3","1.00"
"03r7i","Rondae Hollis-Jefferson","POR","SF,PF,F","464","FA","31","15.87","0.8",".500","0.0",".000",".563","2.5","1.0","1.4","1.2","0.2","0.4","0.2","6.50"
"05qyw","Nate Hinton","DAL","SG,G","465","FA","26","15.83","0.7",".357","0.2",".211",".700","2.0","0.0","0.4","0.4","0.3","0.1","0.2","1.60"
"051pt","Quinndary Weatherspoon","SA","SG,G","466","FA","29","15.82","0.8",".457","0.1",".167",".813","2.3","0.1","0.4","0.4","0.4","0.1","0.5","0.80"
"05qte","Sean McDermott","MEM","SF,PF,F","467","FA","29","15.81","0.7",".394","0.3",".227","1.000","2.2","0.3","0.7","0.2","0.1","0.2","0.2","1.00"
"05qtn","Vernon Carey","CHA","PF,F,C","468","PNB","25","15.77","0.9",".500","0.1",".143",".818","2.4","0.3","1.1","0.1","0.1","0.3","0.3","0.40"
"04fj9","Cameron Oliver","POR/HOU","SF,PF,F","469","FA","29","15.74","4.8",".576","1.0",".308",".250","10.8","1.3","4.0","1.3","0.5","1.0","0.8","1.67"
"05qua","Cassius Winston","WAS","PG,SG,G","470","FA","28","15.73","0.6",".424","0.4",".471",".833","1.9","0.0","0.4","0.5","0.1","0.0","0.2","2.40"
"052c5","Chris Silva","MIA/SAC","SG,G,PF,F","471","FA","29","15.68","0.7",".625","0.1","1.000",".733","2.1","0.5","1.3","0.4","0.1","0.4","0.7","0.60"
