"ID","Player","Team","Position","RkOv","Status","Age","Score","FGM","FG%","3PTM","3PT%","FT%","PTS","OREB","DREB","AST","ST","BLK","TO","A/TO"
"03ams","Zach LaVine","CHI","PG,SG,G,SF,F","26","APACHE","31","87.16","9.8",".507","3.4",".419",".849","27.4","0.6","4.4","4.9","0.8","0.5","3.5","1.39"
"03al2","Joel Embiid","PHI","PF,F,C","27","DOGS","32","87.09","9.0",".513","1.1",".377",".859","28.5","2.2","8.4","2.8","1.0","1.4","3.1","0.91"
"042n1","Brandon Ingram","NO","SG,G,SF,PF,F","28","Devs","28","87.09","8.4",".466","2.3",".381",".878","23.8","0.6","4.3","4.9","0.7","0.6","2.5","1.92"
"042nm","Pascal Siakam","TOR","PF,F","29","PNB","31","86.88","7.8",".455","1.3",".297",".827","21.4","1.7","5.5","4.5","1.1","0.7","2.3","1.92"
"03aq3","Kyle Anderson","MEM","SG,G,SF,PF,F,C","30","Others","32","86.79","4.5",".468","1.4",".360",".783","12.4","0.8","5.0","3.6","1.2","0.8","1.2","2.91"
"01eo9","Jrue Holiday","MIL","PG,SG,G,SF,F","31","Johnny","35","86.55","7.0",".503","1.9",".392",".787","17.7","1.2","3.3","6.1","1.6","0.6","2.2","2.81"
"042n3","Buddy Hield","SAC","SG,G,SF,F","32","APACHE","33","85.64","5.7",".406","4.0",".391",".846","16.6","0.4","4.3","3.6","0.9","0.4","1.8","1.98"
"0017e","Chris Paul","PHO","PG,G","33","erUP","40","85.47","6.3",".499","1.5",".395",".934","16.4","0.4","4.1","8.9","1.4","0.3","2.2","3.99"
"051oj","RJ Barrett","NY","SG,G,SF,F","34","Kousos","25","85.32","6.5",".441","1.7",".401",".746","17.6","0.9","4.8","3.0","0.7","0.3","1.9","1.56"
"04ewe","Donovan Mitchell","UTA","PG,SG,G","35","APACHE","29","85.2","9.0",".438","3.4",".386",".845","26.4","0.9","3.5","5.2","1.0","0.3","2.8","1.88"
"042nw","Malcolm Brogdon","IND","PG,SG,G","36","KamiGR","33","85.16","7.9",".453","2.6",".388",".864","21.2","1.0","4.2","5.9","0.9","0.3","2.1","2.86"
"049kb","De'Aaron Fox","SAC","PG,G","37","Thad","28","84.62","9.1",".477","1.8",".322",".719","25.2","0.6","2.9","7.2","1.5","0.5","3.0","2.40"
"04qrr","Michael Porter","DEN","SF,PF,F","38","zambo","27","84.47","7.3",".542","2.8",".445",".791","19.0","1.5","5.8","1.1","0.7","0.9","1.3","0.91"
"04qrk","Trae Young","ATL","PG,G","39","DOGS","27","84.28","7.7",".438","2.2",".343",".886","25.3","0.6","3.3","9.4","0.8","0.2","4.1","2.28"
"04ewf","Bam Adebayo","MIA","PF,F,C","40","APACHE","28","84.25","7.1",".570","0.0",".250",".799","18.7","2.2","6.7","5.4","1.2","1.0","2.6","2.05"
"01eo6","James Harden","HOU/BKN","PG,SG,G,SF,F","41","aris","36","84.18","7.8",".466","2.8",".362",".861","24.6","0.8","7.1","10.8","1.2","0.8","4.0","2.68"
"03nwm","Devin Booker","PHO","PG,SG,G","42","PNB","29","83.73","9.3",".484","1.9",".340",".867","25.6","0.5","3.7","4.3","0.8","0.2","3.1","1.40"
"03byk","Jordan Clarkson","UTA","PG,SG,G","43","Guns","33","83.32","6.7",".425","3.1",".347",".896","18.4","0.7","3.3","2.5","0.9","0.1","1.7","1.46"
"04ewk","John Collins","ATL","PF,F,C","44","zambo","28","82.62","6.8",".556","1.3",".399",".833","17.6","1.9","5.5","1.2","0.5","1.0","1.3","0.93"
"042nq","Dejounte Murray","SA","PG,SG,G","45","APACHE","29","82.52","6.6",".453","0.9",".317",".791","15.7","0.9","6.2","5.4","1.5","0.1","1.7","3.10"
"038xi","Robert Covington","POR","SF,PF,F,C","46","Brid","35","82.47","2.9",".401","1.9",".379",".806","8.5","0.9","5.8","1.7","1.4","1.2","0.9","1.83"
"027pe","Jimmy Butler","MIA","SG,G,SF,F","47","Goat","36","82.35","7.0",".497","0.5",".245",".863","21.5","1.8","5.1","7.1","2.1","0.3","2.1","3.39"
"03r7z","Norman Powell","TOR/POR","SG,G,SF,F","48","Tzokos","32","82.23","6.3",".477","2.5",".411",".871","18.6","0.6","2.5","1.9","1.2","0.3","1.7","1.08"
"03aq2","Jerami Grant","DET","SF,PF,F","49","Guns","32","82.17","7.4",".429","2.1",".350",".845","22.3","0.6","4.0","2.8","0.6","1.1","2.0","1.39"
"04fj8","Chris Boucher","TOR","PF,F,C","50","Goat","33","82.11","4.8",".514","1.5",".383",".788","13.6","1.9","4.8","1.1","0.6","1.9","0.8","1.37"
"0011e","LeBron James","LAL","PG,SG,G,SF,PF,F","51","KamiGR","41","81.95","9.4",".513","2.3",".365",".698","25.0","0.6","7.0","7.8","1.1","0.6","3.7","2.08"
"04ewr","Kyle Kuzma","LAL","SF,PF,F","52","erUP","30","81.58","4.9",".443","2.0",".361",".691","12.9","1.6","4.5","1.9","0.5","0.6","1.7","1.12"
"04qrp","Miles Bridges","CHA","SF,PF,F","53","PNB","28","81.45","4.7",".503","1.8",".400",".867","12.7","1.2","4.8","2.2","0.7","0.8","1.6","1.39"
"005ki","Brook Lopez","MIL","C","54","Johnny","37","81.44","4.6",".503","1.4",".338",".845","12.3","1.5","3.5","0.7","0.6","1.5","0.9","0.78"
"031lx","CJ McCollum","POR","PG,SG,G","55","Johnny","34","81.11","8.6",".458","3.6",".402",".812","23.1","0.6","3.3","4.7","0.9","0.4","1.4","3.43"
"04ex8","Dillon Brooks","MEM","SG,G,SF,F","56","DOGS","30","80.79","6.4",".419","1.9",".344",".815","17.2","0.8","2.1","2.3","1.2","0.4","1.8","1.32"
"049ka","Lonzo Ball","NO","PG,G","57","Kousos","28","80.76","5.3",".414","3.1",".378",".781","14.6","0.6","4.2","5.7","1.5","0.6","2.2","2.57"
"051oh","Zion Williamson","NO","PF,F","58","Guns","25","80.59","10.4",".611","0.2",".294",".698","27.0","2.7","4.5","3.7","0.9","0.6","2.7","1.35"
"027oo","Jonas Valanciunas","MEM","C","59","Tzokos","33","80.54","7.1",".592","0.3",".368",".773","17.1","4.1","8.4","1.8","0.6","0.9","1.6","1.12"
"05qve","Jae'Sean Tate","HOU","SF,PF,F","60","Sam🗻🥃","30","80.19","4.5",".506","0.9",".308",".694","11.3","1.9","3.5","2.5","1.2","0.5","1.4","1.82"
"051on","Coby White","CHI","PG,SG,G","61","aris","26","80.08","5.4",".416","2.4",".359",".901","15.1","0.4","3.7","4.8","0.6","0.2","2.3","2.10"
"02nf7","Harrison Barnes","SAC","SF,PF,F","62","DOGS","33","79.62","5.5",".497","1.7",".391",".830","16.1","1.1","5.5","3.5","0.7","0.2","1.6","2.16"
"04qrw","Kevin Huerter","ATL","SG,G,SF,F","63","Thad","27","79.36","4.6",".432","2.0",".363",".781","11.9","0.6","2.8","3.5","1.2","0.3","1.1","3.05"
"027pg","Bojan Bogdanovic","UTA","SG,G,SF,PF,F","64","aris","36","79.27","5.6",".439","2.5",".390",".879","17.0","0.6","3.3","1.9","0.6","0.1","1.8","1.06"
"04qrm","Collin Sexton","CLE","PG,SG,G","65","Devs","27","79.11","8.8",".475","1.6",".371",".815","24.3","1.0","2.1","4.4","1.0","0.2","2.8","1.57"
"042n4","Jamal Murray","DEN","PG,SG,G","66","Devs","29","78.66","7.9",".477","2.7",".408",".869","21.2","0.8","3.3","4.8","1.3","0.3","2.3","2.14"
"02x1k","Justin Holiday","IND","SG,G,SF,F","67","FA","36","78.53","3.6",".413","2.4",".382",".788","10.5","0.4","3.1","1.7","1.0","0.6","0.8","2.20"
"051oi","Ja Morant","MEM","PG,G","68","zambo","26","78.4","6.8",".449","1.2",".303",".728","19.1","0.9","3.1","7.4","0.9","0.2","3.2","2.29"
"05qto","LaMelo Ball","CHA","PG,G","69","Brid","24","78.39","5.7",".436","1.8",".352",".758","15.7","1.2","4.7","6.1","1.6","0.4","2.8","2.16"
"031mb","Tim Hardaway","DAL","SG,G,SF,F","70","Johnny","34","78.13","5.8",".447","3.0",".391",".816","16.6","0.3","3.0","1.8","0.4","0.2","0.9","1.97"
"03el5","Kristaps Porzingis","DAL","PF,F,C","71","Sam🗻🥃","30","78.07","7.6",".476","2.3",".376",".855","20.1","1.9","7.0","1.6","0.5","1.3","1.2","1.33"
"04qru","Donte DiVincenzo","MIL","PG,SG,G","72","PNB","29","78.06","3.8",".420","2.0",".379",".718","10.4","1.2","4.5","3.1","1.1","0.2","1.4","2.23"
"049kd","Deandre Ayton","PHO","C","73","APACHE","27","77.89","6.2",".626","0.1",".200",".769","14.4","3.3","7.2","1.4","0.6","1.2","1.5","0.96"
"042nf","Caris LeVert","BKN/IND","SG,G,SF,F","74","APACHE","31","77.84","7.6",".441","1.8",".326",".811","20.2","0.7","3.9","5.2","1.4","0.6","2.2","2.40"
"01uyx","Eric Bledsoe","NO","PG,SG,G","75","KamiGR","36","77.76","4.3",".421","1.7",".341",".687","12.2","0.4","3.0","3.8","0.8","0.3","1.6","2.35"
"03e6z","Joe Harris","BKN","SG,G,SF,F","76","Goat","34","77.75","5.2",".505","3.1",".475",".778","14.1","0.6","3.0","1.9","0.7","0.2","0.9","2.10"
"0018r","Thaddeus Young","CHI","SF,PF,F,C","77","Thad","37","77.62","5.4",".559","0.2",".267",".628","12.1","2.5","3.8","4.3","1.1","0.6","2.0","2.12"
"03kqi","Joe Ingles","UTA","SG,G,SF,F","78","erUP","38","77.61","4.1",".489","2.7",".451",".844","12.1","0.4","3.2","4.7","0.7","0.2","1.7","2.72"
"0015e","Mike Conley","UTA","PG,G","79","KamiGR","38","77.53","5.6",".444","2.7",".412",".852","16.2","0.7","2.8","6.0","1.4","0.2","1.9","3.08"
"01ena","Danny Green","PHI","SG,G,SF,F","80","APACHE","38","77.52","3.2",".412","2.5",".405",".775","9.5","0.8","3.0","1.7","1.3","0.8","1.0","1.76"
"05qt0","Saddiq Bey","DET","SF,PF,F","81","PNB","26","77.42","4.0",".404","2.5",".380",".844","12.2","0.6","3.9","1.4","0.7","0.2","0.9","1.58"
"00129","Carmelo Anthony","POR","SF,PF,F,C","82","Devs","41","76.89","4.7",".421","1.9",".409",".891","13.4","0.5","2.6","1.5","0.7","0.6","0.9","1.70"
"02xg9","Rudy Gobert","UTA","C","83","KamiGR","33","76.69","5.5",".675","0.0",".000",".623","14.3","3.4","10.1","1.3","0.6","2.7","1.7","0.75"
"05qtv","Tyrese Haliburton","SAC","PG,SG,G","84","Dcks","26","76.22","5.0",".472","2.1",".409",".857","13.0","0.7","2.3","5.3","1.3","0.5","1.6","3.36"
"03nwk","Kelly Oubre Jr.","GS","SF,PF,F","85","Dcks","30","76.2","5.8",".439","1.6",".316",".695","15.4","1.5","4.5","1.3","1.0","0.8","1.3","1.04"
"03r7h","Delon Wright","DET/SAC","PG,SG,G,SF,F","86","Kousos","33","76.12","3.8",".463","1.0",".372",".802","10.2","1.0","3.2","4.4","1.6","0.5","1.3","3.35"
"0015b","Kyle Lowry","TOR","PG,G","87","Guns","40","75.89","5.7",".436","2.8",".396",".875","17.2","0.8","4.6","7.3","1.0","0.3","2.7","2.68"
"03lg1","Ben Simmons","PHI","PG,G,SF,F","88","Guns","29","75.8","5.6",".557","0.1",".300",".613","14.3","1.6","5.6","6.9","1.6","0.6","3.0","2.32"
"0527h","Naz Reid","MIN","C","89","Others","26","75.78","4.3",".523","0.9",".351",".693","11.2","1.2","3.4","1.0","0.5","1.1","1.0","1.04"
"051p9","Keldon Johnson","SA","SF,F","90","Kousos","26","75.58","4.9",".479","0.9",".331",".740","12.8","1.3","4.6","1.8","0.6","0.3","1.1","1.55"
"04ewm","Jarrett Allen","BKN/CLE","PF,F,C","91","PNB","27","75.5","4.7",".618","0.1",".316",".703","12.8","3.1","6.9","1.7","0.5","1.4","1.6","1.06"
"03nwq","Christian Wood","HOU","PF,F,C","92","APACHE","30","75.46","8.0",".514","1.9",".374",".631","21.0","1.9","7.8","1.7","0.8","1.2","2.0","0.89"
"04s00","Duncan Robinson","MIA","SG,G,SF,PF,F","93","KamiGR","31","75.39","4.4",".439","3.5",".408",".827","13.1","0.1","3.4","1.8","0.6","0.3","1.1","1.57"
"04qsb","Devonte' Graham","CHA","PG,SG,G","94","Tzokos","31","75.24","4.6",".377","3.3",".375",".842","14.8","0.4","2.3","5.4","0.9","0.1","1.5","3.51"
"03r7r","Richaun Holmes","SAC","PF,F,C","95","Goat","32","75.09","6.0",".637","0.0",".182",".794","14.2","2.4","5.9","1.7","0.6","1.6","1.2","1.35"
"03e6s","Clint Capela","ATL","PF,F,C","96","Johnny","31","75.07","6.6",".594","0.0","0",".573","15.2","4.7","9.6","0.8","0.7","2.0","1.2","0.67"
"01eon","DeMar DeRozan","SA","SG,G,SF,PF,F","97","Devs","36","74.79","7.5",".495","0.3",".257",".880","21.6","0.7","3.6","6.9","0.9","0.2","2.0","3.55"
"031m4","Dennis Schroder","LAL","PG,G","98","aris","32","74.66","5.4",".437","1.2",".335",".848","15.4","0.5","3.0","5.8","1.1","0.2","2.7","2.15"
"01uz7","Gordon Hayward","CHA","SG,G,SF,F","99","KamiGR","36","74.65","7.1",".473","1.9",".415",".843","19.6","0.8","5.0","4.1","1.2","0.3","2.1","1.99"
"03nwn","Bobby Portis","MIL","PF,F,C","100","Others","31","74.58","4.7",".523","1.1",".471",".740","11.4","1.9","5.2","1.1","0.8","0.4","0.8","1.27"
"005l0","Nicolas Batum","LAC","SG,G,SF,PF,F","101","Thad","37","74.11","2.9",".464","1.6",".404",".828","8.1","0.7","4.0","2.2","1.0","0.6","0.8","2.79"
"001aw","Kevin Durant","BKN","SF,PF,F","102","Goat","37","73.99","9.3",".537","2.4",".450",".882","26.9","0.4","6.7","5.6","0.7","1.3","3.4","1.63"
"04jwd","Royce O'Neale","UTA","SF,PF,F","103","KamiGR","32","73.97","2.5",".444","1.5",".385",".848","7.0","1.2","5.6","2.5","0.8","0.5","1.2","2.18"
"04hoo","Daniel Theis","BOS/CHI","PF,F,C","104","Tzokos","33","73.81","3.9",".541","0.8",".322",".673","9.6","1.4","4.0","1.7","0.6","0.9","1.0","1.64"
"001ax","Jeff Green","BKN","SF,PF,F","105","aris","39","73.57","3.8",".492","1.5",".412",".776","11.0","0.5","3.4","1.6","0.5","0.4","0.8","2.00"
"03llx","Josh Jackson","DET","SG,G,SF,F","106","SaraS","29","73.13","4.8",".419","1.2",".300",".729","13.4","0.9","3.2","2.3","0.9","0.8","2.3","1.01"
"02nfz","Draymond Green","GS","PF,F,C","107","KamiGR","36","73.07","2.7",".447","0.5",".270",".795","7.0","0.9","6.2","8.9","1.7","0.8","3.0","2.97"
"051ol","Darius Garland","CLE","PG,G","108","DЯ","26","73.01","6.7",".451","1.9",".395",".848","17.4","0.4","2.0","6.1","1.2","0.1","3.0","2.01"
"043ib","Dorian Finney-Smith","DAL","SF,PF,F","109","Thad","32","72.99","3.7",".472","2.0",".394",".756","9.8","1.6","3.8","1.7","0.9","0.4","0.8","2.13"
"027os","Kemba Walker","BOS","PG,G","110","Others","35","72.69","6.6",".420","3.0",".360",".899","19.3","0.4","3.6","4.9","1.1","0.3","2.0","2.41"
"042n6","Jakob Poeltl","SA","C","111","DЯ","30","72.4","3.8",".616","0.0","0",".508","8.6","3.2","4.8","1.9","0.7","1.8","1.2","1.61"
"02nfy","Jae Crowder","PHO","SF,PF,F","112","Kousos","35","72.04","3.3",".404","2.5",".389",".760","10.1","0.5","4.2","2.1","0.8","0.5","0.9","2.31"
"0015a","Rudy Gay","SA","SF,PF,F","113","Tzokos","39","72","4.2",".420","1.7",".381",".804","11.4","0.7","4.1","1.4","0.7","0.6","1.0","1.35"
"051ot","Tyler Herro","MIA","SG,G,SF,F","114","DЯ","26","71.86","5.7",".439","2.0",".360",".803","15.1","0.5","4.5","3.4","0.6","0.3","1.9","1.82"
"02nf1","Anthony Davis","LAL","PF,F,C","115","Brid","33","71.75","8.4",".491","0.7",".260",".737","21.8","1.7","6.2","3.1","1.3","1.6","2.1","1.49"
"04qse","Gary Trent","POR/TOR","SG,G,SF,F","116","Dcks","27","71.48","5.5",".408","2.8",".385",".783","15.3","0.5","2.2","1.4","1.0","0.2","0.7","1.86"
"03ad2","Myles Turner","IND","PF,F,C","117","erUP","30","71.45","4.4",".477","1.5",".335",".782","12.6","1.3","5.2","1.0","0.9","3.4","1.4","0.72"
"05qsl","Patrick Williams","CHI","SF,PF,F","118","aris","24","71.41","3.6",".483","0.8",".391",".728","9.2","0.9","3.7","1.4","0.9","0.6","1.4","1.01"
"027p2","Enes Kanter","POR","C","119","Goat","33","71.37","4.7",".604","0.0",".250",".774","11.2","3.9","7.1","1.2","0.5","0.7","1.1","1.08"
"03al1","Marcus Smart","BOS","PG,SG,G","120","Sam🗻🥃","32","70.96","4.2",".398","1.9",".330",".790","13.1","0.8","2.7","5.7","1.5","0.5","2.0","2.84"
"02ng4","Will Barton","DEN","SG,G,SF,F","121","Devs","35","70.81","4.6",".426","1.8",".381",".785","12.7","0.7","3.3","3.2","0.9","0.4","1.7","1.89"
"03r7u","Josh Richardson","DAL","SG,G,SF,F","122","SaraS","32","70.79","4.5",".427","1.5",".330",".917","12.1","0.9","2.4","2.6","1.0","0.4","1.3","1.94"
"04ewn","OG Anunoby","TOR","SF,PF,F","123","Guns","28","70.79","5.8",".480","2.4",".398",".784","15.9","1.3","4.3","2.2","1.5","0.7","1.7","1.25"
"03byg","Montrezl Harrell","LAL","PF,F,C","124","Tzokos","32","70.73","5.4",".622","0.0",".000",".707","13.5","2.3","3.9","1.1","0.7","0.7","1.1","0.99"
"04qsa","Jalen Brunson","DAL","PG,SG,G","125","DЯ","29","70.69","4.8",".523","1.2",".405",".795","12.6","0.4","3.0","3.5","0.5","0.0","1.2","2.99"
"051p1","Brandon Clarke","MEM","PF,F,C","126","Devs","29","70.53","4.3",".517","0.3",".260",".690","10.3","1.6","3.9","1.6","1.0","0.9","0.6","2.88"
"031m9","Mason Plumlee","DET","PF,F,C","127","KamiGR","36","70.11","4.2",".614","0.0",".000",".669","10.4","2.6","6.7","3.6","0.8","0.9","1.9","1.92"
"01enw","Ricky Rubio","MIN","PG,G","128","SaraS","35","70.09","2.8",".388","1.0",".308",".867","8.6","0.4","2.9","6.4","1.4","0.1","1.6","3.90"
"031lv","Kentavious Caldwell-Pope","LAL","PG,SG,G,SF,F","129","FA","33","69.88","3.3",".431","1.8",".410",".866","9.7","0.4","2.3","1.9","0.9","0.4","1.0","1.92"
"03ad4","D'Angelo Russell","MIN","PG,SG,G","130","APACHE","30","69.84","6.7",".431","2.9",".387",".765","19.0","0.4","2.3","5.8","1.1","0.4","2.7","2.18"
"03al0","Aaron Gordon","ORL/DEN","SF,PF,F","131","Tzokos","30","69.81","4.6",".463","1.2",".335",".651","12.4","1.5","4.1","3.2","0.7","0.7","1.9","1.66"
"04xgj","Kendrick Nunn","MIA","PG,SG,G","132","erUP","30","69.81","5.7",".485","2.2",".381",".933","14.6","0.4","2.8","2.6","0.9","0.3","1.4","1.85"
"051p3","Darius Bazley","OKC","SF,PF,F","133","zambo","25","69.71","5.0",".396","1.5",".290",".702","13.7","0.9","6.3","1.8","0.5","0.5","2.2","0.81"
"031mc","Reggie Bullock","NY","SG,G,SF,F","134","KamiGR","35","69.42","3.8",".442","2.5",".410",".909","10.9","0.2","3.2","1.5","0.8","0.2","0.7","2.20"
"03e6u","Bogdan Bogdanovic","ATL","SG,G,SF,F","135","Others","33","69.29","6.1",".473","3.3",".438",".909","16.4","0.5","3.2","3.3","1.1","0.3","1.2","2.72"
"02nf9","Andre Drummond","CLE/LAL","PF,F,C","136","Tzokos","32","69.06","6.1",".493","0.0",".000",".600","14.9","3.6","8.4","2.0","1.4","1.1","2.7","0.76"
"027p9","Reggie Jackson","LAC","PG,SG,G","137","Devs","35","69.05","3.9",".450","1.8",".433",".817","10.7","0.4","2.5","3.1","0.6","0.1","1.1","2.77"
"03avi","Doug McDermott","IND","SF,PF,F","138","Devs","34","68.98","5.4",".532","1.7",".388",".816","13.6","0.9","2.4","1.3","0.3","0.1","0.8","1.60"
"01sc8","John Wall","HOU","PG,G","139","DOGS","35","68.84","7.3",".404","2.0",".317",".749","20.6","0.4","2.8","6.9","1.1","0.8","3.5","1.95"
"027oy","Marcus Morris","LAC","SF,PF,F","140","Kousos","36","68.64","4.8",".473","2.5",".473",".820","13.4","0.6","3.5","1.0","0.6","0.3","1.0","1.02"
"04qrl","Wendell Carter","CHI/ORL","C","141","Devs","26","68.57","4.3",".503","0.3",".294",".732","11.2","2.4","5.8","1.9","0.6","0.8","1.4","1.33"
"05qub","Isaiah Stewart","DET","SF,PF,F,C","142","DЯ","24","68.3","3.3",".553","0.3",".333",".696","7.9","2.3","4.3","0.9","0.6","1.3","1.0","0.88"
"03r7m","Cedi Osman","CLE","SF,PF,F","143","FA","30","67.75","3.7",".374","1.7",".306",".800","10.4","0.6","2.8","2.9","0.9","0.2","1.4","2.17"
"05qsr","Theo Maledon","OKC","PG,G","144","DЯ","24","67.7","3.5",".368","1.6",".335",".748","10.1","0.4","2.9","3.5","0.9","0.2","2.2","1.61"
"03kdj","Khem Birch","ORL/TOR","PF,F,C","145","Johnny","33","67.61","2.8",".497","0.2",".250",".705","7.2","2.6","3.2","1.3","0.7","0.7","0.7","2.02"
"042nt","Ivica Zubac","LAC","C","146","Kousos","29","67.54","3.6",".652","0.0",".250",".789","9.0","2.6","4.6","1.3","0.3","0.9","1.1","1.11"
"02nfk","Evan Fournier","ORL/BOS","SG,G,SF,F","147","Thad","33","67.46","5.9",".457","2.8",".413",".788","17.1","0.2","2.8","3.4","1.1","0.5","1.7","1.97"
"01eog","Patty Mills","SA","PG,G","148","FA","37","67.42","3.7",".412","2.4",".375",".910","10.8","0.3","1.4","2.4","0.6","0.0","1.0","2.45"
"04qsu","Shake Milton","PHI","PG,SG,G,SF,F","149","PNB","29","67.4","4.8",".450","1.1",".350",".830","13.0","0.5","1.8","3.1","0.6","0.3","1.6","1.87"
"04qro","Shai Gilgeous-Alexander","OKC","PG,SG,G,SF,F","150","zambo","27","67.35","8.2",".508","2.0",".418",".808","23.7","0.5","4.2","5.9","0.8","0.7","3.0","1.95"
"038ia","Seth Curry","PHI","PG,SG,G","151","DOGS","35","67.04","4.5",".467","2.2",".450",".896","12.5","0.2","2.2","2.7","0.8","0.1","1.1","2.38"
"05qsk","Isaac Okoro","CLE","SG,G,SF,PF,F","152","PNB","25","66.71","3.5",".420","0.9",".290",".726","9.6","1.0","2.1","1.9","0.9","0.4","1.3","1.49"
"051op","Rui Hachimura","WAS","SF,PF,F","153","Thad","28","66.42","5.4",".478","0.8",".328",".770","13.8","0.9","4.6","1.4","0.8","0.1","1.2","1.21"
"0527l","Luguentz Dort","OKC","PG,SG,G","154","Guns","26","66.17","4.8",".387","2.2",".343",".744","14.0","0.7","2.9","1.7","0.9","0.4","1.5","1.11"
"03wr4","T.J. McConnell","IND","PG,SG,G","155","Others","34","66.16","4.0",".559","0.2",".313",".688","8.6","0.8","2.9","6.6","1.9","0.3","2.0","3.38"
