"ID","Player","Team","Position","RkOv","Status","Age","Score","FGM","FG%","3PTM","3PT%","FT%","PTS","OREB","DREB","AST","ST","BLK","TO","A/TO"
"*0011e*","LeBron James","LAL","SF,PF,F","15","Sam🗻🥃","41","90.23","9.3",".513","2.1",".376",".782","24.4","1.0","6.8","8.2","1.0","0.6","3.7","2.21"
"*05uib*","Cade Cunningham","DET","PG,SG,G","16","Moustach","24","90.22","9.8",".469","2.1",".356",".846","26.1","0.8","5.3","9.1","1.0","0.8","4.4","2.06"
"*04ewe*","Donovan Mitchell","CLE","PG,SG,G","17","Sam🗻🥃","29","89.77","8.2",".443","3.3",".368",".823","24.0","0.8","3.7","5.0","1.3","0.2","2.1","2.38"
"*0527h*","Naz Reid","MIN","PF,F,C","18","KamiGR","26","89.54","5.3",".462","2.2",".379",".776","14.2","1.1","4.8","2.3","0.7","0.9","1.4","1.68"
"*01enh*","Stephen Curry","GS","PG,SG,G","19","Yarrrr","38","88.78","8.1",".448","4.4",".397",".933","24.5","0.6","3.9","6.0","1.1","0.4","2.9","2.10"
"*0621b*","Jalen Williams","OKC","SG,G,SF,PF,F,C","20","zambo","24","88.77","8.2",".484","1.8",".365",".789","21.6","0.9","4.5","5.1","1.6","0.7","2.2","2.36"
"*05uie*","Scottie Barnes","TOR","SG,G,SF,PF,F","21","PNB","24","88.75","7.3",".446","1.2",".271",".755","19.3","1.7","6.0","5.8","1.4","1.0","2.8","2.04"
"*051ot*","Tyler Herro","MIA","PG,SG,G","22","Guns","26","88.37","8.5",".472","3.3",".375",".878","23.9","0.5","4.7","5.5","0.9","0.2","2.6","2.14"
"*04qrr*","Michael Porter","DEN","SF,PF,F","23","Yarrrr","27","88.1","6.9",".504","2.5",".395",".768","18.2","1.8","5.2","2.1","0.6","0.5","1.4","1.59"
"*06cch*","Victor Wembanyama","SA","PF,F,C","24","PNB","22","88.07","8.9",".476","3.1",".352",".836","24.3","1.8","9.2","3.7","1.1","3.8","3.2","1.13"
"*05uus*","Austin Reaves","LAL","PG,SG,G,SF,F","25","Yarrrr","27","87.82","6.5",".460","2.7",".377",".877","20.2","0.8","3.7","5.8","1.1","0.3","2.4","2.38"
"*005ki*","Brook Lopez","MIL","C","26","Thad","37","87.7","4.9",".509","1.7",".373",".826","13.0","1.4","3.6","1.8","0.6","1.9","1.1","1.70"
"*05qu0*","Jaden McDaniels","MIN","SF,PF,F","27","TBB","25","87.65","4.9",".477","1.2",".330",".813","12.2","1.6","4.2","2.0","1.3","0.9","1.2","1.72"
"*03nwm*","Devin Booker","PHO","PG,SG,G,SF,F","28","aris","29","87.59","8.7",".461","2.4",".332",".894","25.6","1.0","3.1","7.1","0.9","0.2","2.9","2.40"
"*05uiq*","Alperen Sengun","HOU","C","29","LRBP","23","87.54","7.5",".496","0.3",".233",".692","19.1","3.4","6.9","4.9","1.1","0.8","2.6","1.92"
"*001aw*","Kevin Durant","PHO","SF,PF,F","30","Goat","37","87.27","9.5",".527","2.6",".430",".839","26.6","0.4","5.7","4.2","0.8","1.2","3.1","1.38"
"*03ad2*","Myles Turner","IND","C","31","LRBP","30","86.67","5.4",".481","2.2",".396",".773","15.6","1.3","5.3","1.5","0.8","2.0","1.7","0.90"
"*05uic*","Jalen Green","HOU","PG,SG,G","32","HER","24","86.54","7.4",".423","2.9",".354",".813","21.0","0.5","4.0","3.4","0.9","0.3","2.5","1.39"
"*04ewu*","Josh Hart","NY","SG,G,SF,PF,F","33","KamiGR","31","86.48","5.2",".525","1.1",".333",".776","13.6","2.1","7.5","5.9","1.5","0.4","2.1","2.87"
"*05qt3*","Desmond Bane","MEM","SG,G,SF,F","34","Brid","27","86.42","7.1",".484","2.4",".392",".894","19.2","0.9","5.2","5.3","1.2","0.4","2.4","2.18"
"*04qrk*","Trae Young","ATL","PG,G","35","Brid","27","86.4","7.4",".411","2.9",".340",".875","24.2","0.5","2.6","11.6","1.2","0.2","4.7","2.48"
"*06cd4*","Toumani Camara","POR","SG,G,PF,F","36","Sam🗻🥃","25","86.38","4.2",".458","1.7",".375",".722","11.3","2.2","3.6","2.2","1.5","0.6","1.4","1.61"
"*04kj6*","Luka Doncic","DAL/LAL","PG,SG,G","37","LRBP","27","86.3","9.2",".450","3.5",".368",".782","28.2","0.8","7.4","7.7","1.8","0.4","3.6","2.14"
"*042n4*","Jamal Murray","DEN","PG,SG,G","38","zambo","29","86.15","7.9",".474","2.3",".393",".886","21.4","0.7","3.2","6.0","1.4","0.5","2.1","2.92"
"*042n7*","Domantas Sabonis","SAC","PF,F,C","39","Dcks","29","85.64","7.5",".590","0.9",".417",".754","19.1","3.8","10.1","6.0","0.7","0.4","2.9","2.09"
"*04qrn*","Mikal Bridges","NY","SG,G,SF,PF,F","40","Dcks","29","85.52","7.2",".500","2.0",".354",".814","17.6","0.9","2.3","3.7","0.9","0.5","1.6","2.32"
"*05uig*","Josh Giddey","CHI","PG,SG,G,SF,PF,F","41","Yarrrr","23","85.43","5.3",".465","1.5",".378",".781","14.6","1.8","6.3","7.2","1.2","0.6","2.9","2.49"
"*031m2*","Giannis Antetokounmpo","MIL","PF,F,C","42","Yarrrr","31","85.34","11.8",".601","0.2",".222",".617","30.4","2.2","9.7","6.5","0.9","1.2","3.1","2.10"
"*051ol*","Darius Garland","CLE","PG,G","43","Brid","26","85","7.4",".472","2.8",".401",".878","20.6","0.6","2.2","6.7","1.2","0.1","2.5","2.68"
"*05qtj*","Deni Avdija","POR","SG,G,SF,PF,F","44","LRBP","25","84.62","5.6",".476","1.7",".365",".780","16.9","1.5","5.7","3.9","1.0","0.5","2.7","1.43"
"*05qtt*","Onyeka Okongwu","ATL","C","45","Tzokos","25","84.58","5.2",".567","0.6",".324",".759","13.4","3.0","5.9","2.3","0.9","0.9","1.2","1.87"
"*04qrp*","Miles Bridges","CHA","SF,PF,F","46","KamiGR","28","84.35","7.3",".431","2.2",".313",".870","20.3","1.1","6.4","3.9","0.7","0.7","2.1","1.82"
"*06213*","Keegan Murray","SAC","SF,PF,F","47","prl","25","84.28","4.8",".444","2.0",".343",".833","12.4","1.9","4.8","1.4","0.8","0.9","0.8","1.82"
"*02nf1*","Anthony Davis","LAL/DAL","PF,F,C","48","Guns","33","84.08","9.2",".516","0.7",".282",".775","24.7","2.6","8.9","3.5","1.2","2.2","2.2","1.60"
"*06217*","Dyson Daniels","ATL","PG,SG,G,SF,F","49","erUP","23","84.03","6.0",".493","1.1",".340",".593","14.1","1.6","4.3","4.4","3.0","0.7","2.0","2.15"
"*05qt1*","Payton Pritchard","BOS","PG,SG,G","50","Sam🗻🥃","28","83.55","5.1",".472","3.2",".407",".845","14.3","1.3","2.6","3.5","0.9","0.2","1.0","3.36"
"*049kb*","De'Aaron Fox","SAC/SA","PG,G","51","SaraS","28","83.48","8.7",".463","1.9",".310",".827","23.5","0.9","3.9","6.3","1.5","0.4","2.8","2.25"
"*0621k*","Christian Braun","DEN","SG,G,SF,F","52","Devs","24","83.43","6.0",".580","1.1",".397",".827","15.4","1.2","3.9","2.6","1.1","0.5","1.0","2.53"
"*051on*","Coby White","CHI","PG,SG,G","53","HER","26","83","6.9",".453","2.9",".370",".902","20.4","0.3","3.4","4.5","0.9","0.2","2.4","1.86"
"*03ajv*","Julius Randle","MIN","PF,F,C","54","KamiGR","31","82.93","6.6",".485","1.6",".344",".806","18.7","2.1","5.0","4.7","0.7","0.2","2.8","1.65"
"*06ca8*","Amen Thompson","HOU","SG,G,SF,PF,F","55","TBB","23","82.89","5.6",".557","0.4",".275",".684","14.1","2.8","5.4","3.8","1.4","1.3","2.0","1.92"
"*06mju*","Alex Sarr","WAS","PF,F,C","56","prl","20","82.72","4.9",".394","1.6",".308",".679","13.0","1.9","4.6","2.4","0.7","1.5","1.7","1.41"
"*02nf6*","Damian Lillard","MIL","PG,G","57","SaraS","35","82.7","7.7",".448","3.4",".376",".921","24.9","0.5","4.2","7.1","1.2","0.2","2.8","2.53"
"*01eon*","DeMar DeRozan","SAC","SG,G,SF,PF,F","58","Sam🗻🥃","36","82.67","8.1",".477","1.1",".328",".857","22.2","0.6","3.2","4.4","0.8","0.4","1.4","3.26"
"*03lls*","Jaylen Brown","BOS","SG,G,SF,F","59","zambo","29","82.58","8.2",".463","1.8",".324",".764","22.2","1.3","4.5","4.5","1.2","0.3","2.6","1.77"
"*03ams*","Zach LaVine","CHI/SAC","SG,G,SF,F","60","Guns","31","82.55","8.4",".511","3.2",".446",".825","23.3","0.3","4.0","4.2","0.8","0.2","2.8","1.49"
"*051p8*","Jordan Poole","WAS","PG,SG,G","61","prl","26","82.4","6.7",".432","3.5",".378",".883","20.5","0.5","2.5","4.5","1.3","0.4","3.0","1.49"
"*027p4*","Tobias Harris","DET","SF,PF,F","62","zambo","33","82.01","5.3",".477","1.2",".345",".861","13.7","0.9","5.0","2.2","1.0","0.8","1.2","1.91"
"*05uii*","Franz Wagner","ORL","SG,G,SF,PF,F","63","Brid","24","81.8","8.9",".463","1.7",".295",".871","24.1","0.9","4.8","4.7","1.3","0.3","2.3","2.06"
"*005kc*","Russell Westbrook","DEN","PG,G","64","Yarrrr","37","81.45","5.0",".449","1.3",".323",".661","13.3","1.4","3.6","6.1","1.4","0.5","3.2","1.89"
"*042nt*","Ivica Zubac","LAC","C","65","Brid","29","80.97","7.4",".628","0.0","0",".661","16.8","3.8","8.9","2.7","0.7","1.1","1.6","1.69"
"*05qsq*","Tyrese Maxey","PHI","PG,SG,G","66","zambo","25","80.49","9.2",".437","3.1",".337",".879","26.3","0.3","3.1","6.1","1.8","0.4","2.4","2.56"
"*04qsa*","Jalen Brunson","NY","PG,G","67","Brid","29","79.89","9.0",".487","2.3",".383",".821","26.0","0.4","2.5","7.3","0.9","0.1","2.5","2.90"
"*05uir*","Trey Murphy","NO","SF,PF,F","68","Guns","25","79.76","7.2",".454","3.0",".361",".887","21.2","0.9","4.2","3.5","1.1","0.7","1.9","1.83"
"*05uiz*","Quentin Grimes","DAL/PHI","SG,G,SF,F","69","LRBP","25","79.72","5.1",".467","2.2",".385",".757","14.6","0.8","3.5","3.0","1.0","0.3","1.9","1.62"
"*04ewm*","Jarrett Allen","CLE","C","70","zambo","27","79.54","5.5",".706","0.0",".000",".718","13.5","2.6","7.1","1.9","0.9","0.9","1.2","1.63"
"*027oj*","Kyrie Irving","DAL","PG,SG,G","71","zambo","34","79.5","8.9",".473","2.9",".401",".916","24.7","1.2","3.6","4.6","1.3","0.5","2.2","2.08"
"*02ym0*","Andrew Wiggins","GS/MIA","SF,PF,F","72","aris","31","79.45","6.3",".448","2.2",".374",".763","18.0","1.5","3.0","2.6","1.0","0.8","1.6","1.60"
"*06216*","Shaedon Sharpe","POR","SG,G,SF,F","73","prl","22","79.02","6.9",".452","2.0",".311",".785","18.5","0.9","3.6","2.8","0.9","0.2","2.1","1.32"
"*049kc*","Malik Monk","SAC","PG,SG,G,SF,F","74","PNB","28","78.9","6.3",".439","2.1",".325",".865","17.2","0.5","3.3","5.6","0.9","0.6","2.4","2.28"
"*04qs1*","Anfernee Simons","POR","PG,SG,G","75","erUP","26","78.81","6.8",".426","3.1",".363",".902","19.3","0.4","2.3","4.8","0.9","0.1","2.0","2.36"
"*051or*","Cameron Johnson","BKN","SF,PF,F","76","Dcks","30","78.71","6.2",".475","2.8",".390",".893","18.8","0.9","3.4","3.4","0.9","0.4","1.7","1.96"
"*05qtr*","Devin Vassell","SA","SG,G,SF,F","77","prl","25","78.52","6.2",".443","2.5",".368",".792","16.3","0.5","3.5","2.9","1.3","0.5","1.4","2.08"
"*02nfz*","Draymond Green","GS","PF,F,C","78","Guns","36","78.49","3.2",".424","1.2",".325",".687","9.0","1.1","5.0","5.6","1.5","1.0","2.6","2.20"
"*02nf7*","Harrison Barnes","SA","SF,PF,F","79","FA","33","78.33","4.2",".508","1.9",".433",".809","12.3","1.2","2.6","1.7","0.5","0.2","0.6","2.72"
"*05uj4*","Santi Aldama","MEM","PF,F,C","80","SaraS","25","78.25","4.8",".483","1.8",".368",".691","12.5","1.4","5.0","2.9","0.8","0.4","1.1","2.65"
"*04848*","Fred VanVleet","HOU","PG,G","81","Dcks","32","78.18","4.8",".378","2.6",".345",".810","14.1","0.5","3.1","5.5","1.6","0.4","1.4","3.83"
"*06mjw*","Stephon Castle","SA","PG,SG,G","82","LRBP","21","77.89","5.2",".428","1.2",".285",".724","14.7","1.1","2.6","4.1","0.9","0.3","2.2","1.88"
"*042ne*","Malik Beasley","DET","SG,G,SF,F","83","Yarrrr","29","77.65","5.6",".430","3.9",".416",".679","16.3","0.6","2.0","1.7","0.9","0.1","1.0","1.67"
"*05qto*","LaMelo Ball","CHA","PG,G","84","prl","24","77.6","8.6",".405","3.8",".339",".843","25.2","1.0","3.9","7.4","1.1","0.3","3.6","2.07"
"*051oj*","RJ Barrett","TOR","SG,G,SF,PF,F","85","TBB","25","77.45","7.9",".468","1.8",".350",".630","21.1","1.1","5.3","5.4","0.8","0.3","2.8","1.90"
"*0621c*","Jalen Duren","DET","C","86","TBB","22","77.08","4.8",".692","0.0","0",".669","11.8","3.6","6.8","2.7","0.7","1.1","1.7","1.54"
"*051os*","P.J. Washington","DAL","SF,PF,F","87","Sam🗻🥃","27","77","5.3",".453","1.6",".381",".722","14.7","1.4","6.3","2.3","1.1","1.1","2.1","1.11"
"*04ex8*","Dillon Brooks","HOU","SG,G,SF,PF,F","88","Goat","30","76.76","5.1",".429","2.5",".397",".818","14.0","1.0","2.7","1.7","0.8","0.2","1.0","1.68"
"*03xmt*","Guerschon Yabusele","PHI","SF,PF,F,C","89","Devs","30","76.66","4.0",".501","1.5",".380",".725","11.0","1.9","3.7","2.1","0.8","0.3","1.2","1.70"
"*0017e*","Chris Paul","SA","PG,G","90","Goat","40","76.46","3.0",".427","1.7",".377",".924","8.8","0.4","3.2","7.4","1.3","0.3","1.6","4.69"
"*031lx*","CJ McCollum","NO","PG,SG,G","91","Goat","34","76.45","7.9",".444","3.1",".373",".717","21.1","0.8","3.0","4.1","0.8","0.4","1.9","2.14"
"*06cby*","Keyonte George","UTA","PG,SG,G","92","Devs","22","75.88","5.4",".391","2.6",".343",".818","16.8","0.4","3.4","5.6","0.7","0.1","2.7","2.06"
"*06210*","Paolo Banchero","ORL","SF,PF,F","93","LRBP","23","75.74","9.0",".452","1.9",".320",".727","25.9","1.1","6.4","4.8","0.8","0.6","3.0","1.61"
"*02xg9*","Rudy Gobert","MIN","C","94","Goat","33","75.42","4.7",".669","0.0","0",".674","12.0","3.7","7.2","1.8","0.8","1.4","1.2","1.43"
"*027ou*","Klay Thompson","DAL","SG,G,SF,F","95","Sam🗻🥃","36","74.88","5.0",".412","3.0",".391",".905","14.0","0.6","2.8","2.0","0.7","0.4","1.2","1.65"
"*05uiv*","Keon Johnson","BKN","PG,SG,G","96","LRBP","24","74.77","3.8",".389","1.6",".314",".770","10.6","0.8","3.0","2.2","1.0","0.4","1.5","1.51"
"*062dn*","Julian Champagnie","SA","SF,PF,F","97","Brid","24","74.57","3.4",".415","2.2",".371",".904","9.9","0.8","3.1","1.4","0.7","0.4","0.9","1.50"
"*06215*","Bennedict Mathurin","IND","SG,G,SF,F","98","HER","23","74.29","5.4",".458","1.4",".340",".831","16.1","1.2","4.1","1.9","0.7","0.3","1.9","1.01"
"*0623a*","Scotty Pippen","MEM","PG,G","99","PNB","25","74.23","3.6",".480","1.1",".397",".713","9.9","0.8","2.5","4.4","1.3","0.4","1.7","2.51"
"*03r7z*","Norman Powell","LAC","SG,G,SF,F","100","LRBP","32","74.22","7.6",".484","3.0",".418",".804","21.8","0.3","2.8","2.1","1.2","0.1","1.8","1.16"
"*027pe*","Jimmy Butler","MIA/GS","SF,PF,F","101","Thad","36","74.19","5.5",".504","0.6",".308",".842","17.5","2.3","3.1","5.4","1.4","0.3","1.3","4.03"
"*0527l*","Luguentz Dort","OKC","SG,G,SF,PF,F","102","FA","26","74.1","3.6",".435","2.4",".412",".717","10.1","1.3","2.9","1.6","1.1","0.5","0.7","2.25"
"*03el5*","Kristaps Porzingis","BOS","PF,F,C","103","Sam🗻🥃","30","74.1","6.6",".483","2.5",".412",".809","19.5","1.6","5.1","2.1","0.7","1.5","1.3","1.64"
"*03ad0*","Tyus Jones","PHO","PG,G","104","Guns","29","73.85","3.8",".448","2.0",".414",".895","10.2","0.5","1.9","5.3","0.9","0.1","1.1","4.71"
"*03nwk*","Kelly Oubre Jr.","PHI","SG,G,SF,F","105","Guns","30","73.71","5.8",".470","1.2",".293",".751","15.1","1.6","4.5","1.8","1.5","0.5","1.3","1.35"
"*031m4*","Dennis Schroder","BKN/GS/DET","PG,SG,G","106","Devs","32","73.7","4.5",".406","1.7",".342",".838","13.1","0.4","2.3","5.4","0.9","0.2","1.9","2.85"
"*042n3*","Buddy Hield","GS","SG,G,SF,F","107","Devs","33","73.29","4.0",".417","2.5",".370",".828","11.1","0.6","2.6","1.6","0.8","0.3","1.1","1.47"
"*051pb*","Nicolas Claxton","BKN","C","108","SaraS","26","73.24","4.6",".563","0.1",".238",".513","10.3","2.2","5.1","2.2","0.9","1.4","1.2","1.80"
"*0623m*","Keon Ellis","SAC","SG,G,SF,F","109","erUP","26","73.22","2.8",".489","1.7",".433",".849","8.3","0.8","1.9","1.5","1.5","0.8","0.9","1.69"
"*051p9*","Keldon Johnson","SA","SG,G,SF,PF,F","110","prl","26","73.19","4.8",".482","1.1",".318",".773","12.7","1.5","3.4","1.6","0.6","0.3","1.0","1.62"
"*051ox*","Nickeil Alexander-Walker","MIN","SG,G,SF,F","111","Thad","27","72.96","3.3",".438","1.7",".381",".780","9.4","0.7","2.6","2.7","0.6","0.4","1.2","2.25"
"*05ujt*","Aaron Wiggins","OKC","SG,G,SF,F","112","PNB","27","72.95","4.7",".488","1.7",".383",".831","12.0","1.1","2.8","1.8","0.8","0.2","0.9","1.94"
"*042n6*","Jakob Poeltl","TOR","C","113","Dcks","30","72.9","6.4",".627","0.0",".333",".674","14.5","3.3","6.3","2.8","1.2","1.2","1.9","1.42"
"*06mk6*","Carlton Carrington","WAS","PG,SG,G","114","LRBP","20","72.78","3.7",".401","1.7",".339",".812","9.8","0.4","3.8","4.4","0.7","0.3","1.7","2.58"
"*06cc7*","Brandin Podziemski","GS","SG,G,SF,F","115","prl","23","72.73","4.4",".445","1.8",".372",".758","11.7","1.0","4.1","3.4","1.1","0.2","1.2","2.93"
"*05qsx*","Obi Toppin","IND","PF,F","116","KamiGR","28","72.66","4.0",".529","1.4",".365",".781","10.5","0.7","3.3","1.6","0.6","0.4","0.9","1.88"
"*03e74*","Spencer Dinwiddie","DAL","PG,SG,G","117","Brid","32","72.53","3.6",".416","1.4",".334",".802","11.0","0.2","2.4","4.4","0.9","0.2","1.3","3.42"
"*04jwd*","Royce O'Neale","PHO","SG,G,SF,PF,F","118","Dcks","32","72.46","3.2",".423","2.4",".406",".731","9.1","0.7","3.9","2.2","0.9","0.5","0.9","2.51"
"*0621g*","Tari Eason","HOU","SF,PF,F","119","TBB","24","72.17","4.8",".487","1.1",".342",".760","12.0","2.2","4.1","1.5","1.7","0.9","1.1","1.28"
"*051ok*","De'Andre Hunter","ATL/CLE","SF,PF,F","120","Thad","28","71.67","5.6",".470","2.5",".405",".846","17.0","0.7","3.3","1.4","0.8","0.2","1.3","1.12"
"*051oi*","Ja Morant","MEM","PG,G","121","Tzokos","26","71.52","8.1",".454","1.8",".309",".824","23.2","0.7","3.4","7.3","1.2","0.2","3.7","1.97"
"*027oo*","Jonas Valanciunas","WAS/SAC","C","122","zambo","33","71.41","4.3",".550","0.1",".216",".879","10.4","2.3","5.4","2.0","0.5","0.6","1.5","1.37"
"*06mjt*","Zaccharie Risacher","ATL","SF,F","123","aris","20","71.34","4.8",".458","1.6",".355",".711","12.6","1.1","2.4","1.2","0.7","0.5","1.2","1.00"
"*06mle*","Kyle Filipowski","UTA","PF,F,C","124","Tzokos","22","71.34","3.6",".502","1.1",".350",".650","9.6","1.6","4.6","1.9","0.7","0.3","1.4","1.37"
"*05qzh*","Naji Marshall","DAL","SG,G,SF,PF,F","125","Guns","28","71.1","5.2",".508","0.9",".275",".813","13.2","1.1","3.7","3.0","1.0","0.2","1.6","1.86"
"*06cc1*","Bilal Coulibaly","WAS","SG,G,SF,F","126","aris","21","70.99","4.5",".421","1.1",".281",".746","12.3","1.5","3.4","3.4","1.3","0.7","2.1","1.59"
"*051p4*","Ty Jerome","CLE","PG,SG,G","127","Sam🗻🥃","28","70.85","4.6",".516","1.6",".439",".872","12.5","0.7","1.8","3.4","1.1","0.0","1.3","2.58"
"*042nf*","Caris LeVert","CLE/ATL","SG,G,SF,F","128","Thad","31","70.78","4.4",".467","1.7",".373",".710","12.1","0.6","2.5","3.4","0.9","0.5","1.2","2.83"
"*01eo9*","Jrue Holiday","BOS","PG,SG,G","129","Sam🗻🥃","35","70.73","4.1",".443","1.7",".353",".909","11.1","1.2","3.0","3.9","1.1","0.4","1.2","3.10"
"*04qrl*","Wendell Carter","ORL","PF,F,C","130","Dcks","26","70.7","3.3",".460","0.5",".234",".737","9.1","2.2","5.0","2.0","0.8","0.6","1.1","1.74"
"*04qrm*","Collin Sexton","UTA","PG,SG,G","131","aris","27","70.54","6.6",".480","1.7",".406",".865","18.4","1.0","1.8","4.2","0.7","0.1","2.5","1.65"
"*04ewr*","Kyle Kuzma","WAS/MIL","SF,PF,F","132","Devs","30","70.51","5.7",".436","1.5",".307",".634","14.8","0.8","4.9","2.3","0.6","0.3","2.2","1.04"
"*04qru*","Donte DiVincenzo","MIN","SG,G,SF,F","133","TBB","29","70.3","4.0",".422","2.8",".397",".778","11.7","0.5","3.2","3.6","1.2","0.3","1.6","2.27"
"*06mll*","Jaylen Wells","MEM","SG,G,SF,PF,F","134","prl","22","70.28","3.6",".425","1.7",".352",".822","10.4","1.1","2.3","1.7","0.6","0.1","0.9","1.96"
"*000zv*","Al Horford","BOS","PF,F,C","135","Goat","39","70.17","3.3",".423","1.9",".363",".895","9.0","1.3","4.8","2.1","0.6","0.8","0.8","2.78"
"*04ex6*","Isaiah Hartenstein","OKC","C","136","Dcks","27","69.72","4.9",".581","0.0",".000",".675","11.2","2.9","7.9","3.8","0.8","1.1","1.7","2.28"
"*051op*","Rui Hachimura","LAL","SF,PF,F","137","Devs","28","69.7","5.0",".509","1.7",".413",".770","13.1","1.3","3.7","1.4","0.8","0.4","0.8","1.69"
"*04azw*","Lauri Markkanen","UTA","SF,PF,F","138","KamiGR","28","69.59","6.3",".423","2.9",".346",".876","19.0","1.5","4.4","1.5","0.7","0.4","1.4","1.06"
"*0621l*","Walker Kessler","UTA","C","139","TBB","24","69.43","4.8",".663","0.1",".176",".520","11.1","4.6","7.6","1.7","0.6","2.4","1.5","1.13"
"*02nf3*","Bradley Beal","PHO","SG,G,SF,F","140","Devs","32","69.23","6.5",".497","1.9",".386",".803","17.0","0.6","2.7","3.7","1.1","0.5","1.9","1.97"
"*06cc5*","Anthony Black","ORL","PG,SG,G","141","TBB","22","69.2","3.4",".423","0.8",".318",".761","9.4","0.7","2.3","3.1","1.1","0.6","1.8","1.73"
"*0621y*","Max Christie","LAL/DAL","SG,G,SF,F","142","Yarrrr","23","69.16","3.2",".427","1.5",".366",".855","9.6","0.5","2.8","1.9","0.8","0.4","1.1","1.66"
"*06cdn*","Scoot Henderson","POR","PG,G","143","erUP","22","69.14","4.3",".419","1.6",".354",".767","12.7","0.8","2.2","5.1","1.0","0.2","2.7","1.89"
"*06cdc*","Jalen Wilson","BKN","SF,PF,F","144","Devs","25","69.02","3.1",".397","1.5",".337",".818","9.5","0.9","2.5","1.8","0.5","0.1","1.0","1.84"
"*06mkg*","Kyshawn George","WAS","PG,SG,G,SF,F","145","KamiGR","22","68.46","3.0",".372","1.7",".322",".753","8.7","0.7","3.5","2.5","1.0","0.7","1.4","1.74"
"*031lv*","Kentavious Caldwell-Pope","ORL","SG,G,SF,F","146","SaraS","33","67.84","3.1",".439","1.5",".342",".863","8.7","0.4","1.8","1.8","1.3","0.4","0.8","2.19"
"*06212*","Jabari Smith","HOU","PF,F,C","147","Moustach","22","67.82","4.4",".438","1.7",".354",".825","12.2","1.8","5.2","1.1","0.4","0.7","1.1","0.98"
"*042n8*","Taurean Prince","MIL","SF,PF,F","148","FA","32","67.56","2.9",".457","1.8",".439",".813","8.2","0.4","3.2","1.9","0.9","0.2","1.0","1.89"
"*06mkd*","Yves Missi","NO","C","149","prl","21","67.49","3.7",".547","0.0",".000",".623","9.1","3.5","4.7","1.4","0.5","1.3","1.1","1.21"
"*031mb*","Tim Hardaway","DET","SG,G,SF,F","150","Thad","34","67.39","3.6",".406","2.2",".368",".855","11.0","0.2","2.1","1.6","0.5","0.1","0.6","2.56"
"*051pa*","Kevin Porter","LAC/MIL","PG,SG,G","151","HER","25","67.29","3.9",".449","0.7",".311",".769","10.3","0.6","3.1","3.4","1.1","0.2","1.8","1.88"
"*0015e*","Mike Conley","MIN","PG,G","152","FA","38","67.21","2.6",".400","1.8",".410",".900","8.2","0.5","2.1","4.5","1.1","0.2","1.1","4.25"
