"ID","Player","Team","Position","RkOv","Status","Age","Score","FGM","FG%","3PTM","3PT%","FT%","PTS","OREB","DREB","AST","ST","BLK","TO","A/TO"
"*051pe*","Bruno Fernando","ATL","C","304","FA","27","41.39","2.4",".583","0.0",".000",".667","6.3","1.3","3.0","1.0","0.6","0.6","1.0","1.05"
"*04jw4*","Maxi Kleber","DAL","PF,F,C","305","FA","34","41.31","1.5",".432","0.7",".348",".702","4.4","0.7","2.6","1.6","0.4","0.7","0.7","2.43"
"*0621y*","Max Christie","LAL","SG,G,SF,F","306","Johnny","23","41.09","1.5",".427","0.6",".356",".783","4.2","0.2","1.9","0.9","0.3","0.3","0.5","1.71"
"*04qs3*","Landry Shamet","WAS","PG,SG,G","307","FA","29","40.7","2.6",".431","1.2",".338",".826","7.1","0.3","1.0","1.2","0.5","0.2","0.7","1.80"
"*06cp4*","Craig Porter","CLE","PG,G","308","Johnny","26","40.59","2.3",".509","0.2",".353",".732","5.6","0.4","1.7","2.3","0.4","0.3","0.9","2.62"
"*031m9*","Mason Plumlee","LAC","C","309","FA","36","40.31","1.9",".569","0.0",".000",".707","5.3","1.3","3.8","1.2","0.3","0.4","0.8","1.53"
"*0623a*","Scotty Pippen","MEM","PG,G","310","FA","25","40.06","4.8",".493","1.4",".417",".745","12.9","1.0","2.1","4.7","1.7","0.5","2.7","1.75"
"*06223*","Bryce McGowens","CHA","SG,G,SF,F","311","FA","23","40.05","1.7",".439","0.6",".333",".776","5.1","0.3","1.4","0.9","0.4","0.2","0.5","1.70"
"*051pg*","Cody Martin","CHA","SG,G,SF,F","312","FA","30","39.89","2.9",".381","1.0",".314",".606","7.5","0.7","3.2","3.7","1.1","0.6","1.6","2.36"
"*04qrs*","Troy Brown","MIN/DET","SF,PF,F","313","FA","26","39.85","1.4",".372","0.8",".333",".865","4.2","0.4","2.0","1.0","0.4","0.1","0.5","2.00"
"*03al1*","Marcus Smart","MEM","PG,G","314","Sam🗻🥃","32","39.55","5.1",".430","2.1",".313",".768","14.4","0.3","2.4","4.3","2.0","0.3","3.1","1.39"
"*05uje*","Jared Butler","WAS","SG,G","315","FA","25","39.38","2.5",".488","0.6",".308",".861","6.3","0.2","1.2","3.1","0.7","0.2","1.3","2.52"
"*04qsd*","Mitchell Robinson","NY","C","316","Johnny","27","39.36","2.4",".575","0.0","0",".409","5.6","4.6","3.9","0.6","1.2","1.1","0.8","0.72"
"*005ke*","Danilo Gallinari","WAS/DET/MIL","SF,F","317","FA","37","39.24","1.7",".437","0.6",".323",".857","5.7","0.4","1.8","1.1","0.3","0.1","0.5","2.39"
"*05qsj*","Lamar Stevens","BOS/MEM","PF,F","318","LRBP","28","39.16","2.8",".450","0.4",".304",".778","7.2","0.9","2.4","0.7","0.6","0.6","0.6","1.17"
"*04xhz*","Jordan McLaughlin","MIN","PG,G","319","FA","29","39.03","1.3",".483","0.8",".472",".722","3.5","0.3","1.0","2.0","0.6","0.1","0.3","5.79"
"*06caa*","Ben Sheppard","IND","SG,G","320","FA","24","38.68","1.6",".393","0.9",".314",".885","4.4","0.3","1.3","0.9","0.6","0.0","0.3","3.53"
"*043cj*","Gary Payton II","GS","PG,G","321","FA","33","38.14","2.3",".563","0.5",".364",".609","5.5","1.0","1.5","1.1","0.9","0.4","0.6","1.78"
"*0621g*","Tari Eason","HOU","SF,PF,F","322","TBB","24","38.09","4.0",".466","0.8",".360",".636","9.8","2.1","4.9","1.2","1.4","0.9","0.9","1.35"
"*02x1k*","Justin Holiday","DEN","SG,G","323","FA","36","38.04","1.5",".454","0.9",".404",".750","4.0","0.2","1.1","1.2","0.6","0.2","0.2","4.79"
"*0621e*","Mark Williams","CHA","C","324","Devs","24","37.74","5.2",".649","0.0","0",".719","12.7","4.0","5.7","1.2","0.8","1.1","0.9","1.29"
"*06ccb*","Nick Smith","CHA","SG,G","325","FA","21","37.68","2.2",".391","1.2",".432",".867","5.9","0.4","1.1","1.2","0.2","0.1","0.8","1.51"
"*059ca*","Oshae Brissett","BOS","SF,F","326","FA","27","37.62","1.2",".444","0.3",".273",".602","3.7","1.1","1.8","0.8","0.3","0.1","0.4","2.20"
"*05uin*","Chris Duarte","SAC","SG,G,SF,F","327","FA","28","37.58","1.4",".381","0.7",".346",".788","3.9","0.4","1.4","0.7","0.5","0.1","0.4","1.69"
"*0621v*","Caleb Houstan","ORL","SF,F","328","FA","23","37.55","1.4",".388","1.2",".373",".808","4.3","0.5","0.9","0.5","0.3","0.1","0.3","1.81"
"*06cdc*","Jalen Wilson","BKN","PF,F","329","FA","25","37.35","1.8",".425","0.6",".324",".826","5.0","1.1","2.0","1.0","0.3","0.1","0.4","2.37"
"*05uj0*","Bones Hyland","LAC","PG,G","330","TBB","25","37.12","2.6",".386","1.2",".326",".783","6.9","0.1","1.4","2.5","0.7","0.1","1.2","2.11"
"*065ut*","Jacob Gilyard","MEM/BKN","PG,G","331","FA","27","37.11","1.5",".400","1.2",".405","1.000","4.2","0.2","0.9","3.3","0.8","0.1","0.7","4.57"
"*0621h*","Dalen Terry","CHI","SG,G","332","FA","23","37.05","1.2",".439","0.3",".230",".581","3.1","0.5","1.4","1.4","0.5","0.3","0.5","2.53"
"*027oq*","Bismack Biyombo","MEM/OKC","C","333","FA","33","36.99","1.9",".565","0.0","0",".481","4.5","1.6","3.8","1.4","0.3","0.9","1.1","1.26"
"*05ujb*","JT Thor","CHA","PF,F","334","FA","23","36.96","1.3",".437","0.4",".346",".550","3.2","0.7","1.6","0.5","0.2","0.4","0.2","1.93"
"*04qso*","Keita Bates-Diop","PHO/BKN","SF,PF,F","335","FA","30","36.77","1.4",".434","0.4",".304",".762","3.7","0.6","1.5","0.7","0.5","0.4","0.3","2.53"
"*05quh*","Zeke Nnaji","DEN","PF,F,C","336","Tzokos","25","36.68","1.2",".463","0.1",".261",".677","3.2","1.1","1.1","0.6","0.3","0.7","0.5","1.19"
"*05ujs*","Sandro Mamukelashvili","SA","PF,F,C","337","FA","26","36.26","1.6",".471","0.4",".297",".735","4.1","1.0","2.2","1.1","0.2","0.3","0.4","2.58"
"*05qu8*","Omer Yurtseven","UTA","C","338","FA","27","36.24","2.1",".538","0.1",".208",".679","4.6","1.5","2.8","0.6","0.2","0.4","0.8","0.78"
"*06cbz*","Brice Sensabaugh","UTA","SF,F","339","PNB","22","35.8","2.7",".390","1.1",".296",".902","7.5","0.5","2.7","1.7","0.4","0.2","1.5","1.17"
"*04exk*","Aleksandar Vezenkov","SAC","PF,F","340","FA","30","35.66","2.0",".440","1.1",".375",".800","5.4","0.7","1.6","0.5","0.5","0.2","0.3","1.58"
"*038ia*","Seth Curry","DAL/CHA","PG,SG,G","341","FA","35","35.23","1.8",".392","0.9",".352",".903","5.1","0.4","1.1","1.0","0.5","0.1","0.5","2.10"
"*05qym*","Kenyon Martin","LAC/PHI","SF,F","342","FA","25","35.03","1.6",".536","0.1",".286",".537","3.7","0.7","1.5","0.8","0.4","0.2","0.5","1.59"
"*02nfk*","Evan Fournier","NY/DET","SG,G,SF,F","343","FA","33","34.98","2.5",".357","1.0",".254",".806","6.9","0.2","1.7","1.5","0.9","0.2","0.7","2.29"
"*051po*","Bol Bol","PHO","PF,F,C","344","FA","26","34.95","2.2",".616","0.5",".423",".789","5.2","0.7","2.4","0.4","0.2","0.6","0.4","0.89"
"*06234*","AJ Green","MIL","SG,G","345","FA","26","34.82","1.5",".423","1.2",".408",".895","4.5","0.2","1.0","0.5","0.2","0.1","0.2","2.50"
"*031mu*","Mike Muscala","WAS/DET/OKC","C","346","FA","34","34.55","1.1",".359","0.5",".292",".680","3.0","0.7","1.6","0.7","0.2","0.2","0.4","1.64"
"*03r7r*","Richaun Holmes","DAL/WAS","PF,F,C","347","TBB","32","34.54","2.0",".558","0.0",".333",".723","5.0","1.8","2.8","0.6","0.3","0.5","0.6","1.04"
"*04ex5*","Thomas Bryant","MIA","C","348","FA","28","34.48","2.3",".577","0.1",".182",".872","5.7","1.1","2.7","0.6","0.3","0.4","0.6","1.10"
"*06ca3*","Julian Strawther","DEN","SG,G,SF,F","349","Tzokos","23","34.11","1.6",".369","0.8",".297",".710","4.5","0.1","1.1","0.9","0.3","0.1","0.5","2.04"
"*04qsu*","Shake Milton","MIN/DET/NY","SG,G","350","FA","29","34.02","1.6",".405","0.4",".281",".816","4.5","0.3","1.3","1.3","0.4","0.1","0.6","1.94"
"*05uuo*","Eugene Omoruyi","WAS","SF,PF,F","351","FA","29","33.5","1.9",".485","0.3",".283",".653","4.8","0.8","1.2","0.8","0.6","0.1","0.5","1.67"
"*0621r*","Patrick Baldwin","WAS","SF,F","352","FA","23","33.15","1.6",".381","0.8",".320",".679","4.4","0.4","2.8","0.8","0.5","0.4","0.5","1.53"
"*05gwp*","Jontay Porter","TOR","PF,F,C","353","Brid","26","33.14","1.5",".385","0.8",".333",".833","4.4","1.0","2.2","2.3","0.8","0.8","0.8","2.86"
"*04qsi*","Jarred Vanderbilt","LAL","SF,PF,F","354","Dcks","26","33.12","2.0",".518","0.3",".296",".667","5.2","1.4","3.3","1.2","1.2","0.2","1.0","1.29"
"*05qv9*","Anthony Gill","WAS","PF,F","355","FA","33","32.95","1.5",".469","0.2",".244",".806","3.8","0.7","1.1","0.7","0.3","0.2","0.5","1.48"
"*051oi*","Ja Morant","MEM","PG,G","356","Tzokos","26","32.88","8.9",".471","1.6",".275",".813","25.1","0.7","4.9","8.1","0.8","0.6","3.0","2.70"
"*038xi*","Robert Covington","LAC/PHI","SF,PF,F","357","FA","35","32.81","1.5",".439","0.7",".339",".846","4.4","1.1","2.3","0.8","1.3","0.6","0.4","2.18"
"*027om*","Tristan Thompson","CLE","PF,F","358","FA","35","32.76","1.5",".608","0.0",".000",".288","3.3","1.5","2.1","1.0","0.2","0.3","0.6","1.76"
"*05uj2*","Jaden Springer","PHI/BOS","PG,G","359","FA","23","32.68","1.2",".399","0.2",".208",".833","3.3","0.7","0.9","0.9","0.7","0.3","0.7","1.29"
"*0621n*","MarJon Beauchamp","MIL","SG,G,SF,F","360","FA","25","32.54","1.7",".488","0.6",".400",".679","4.4","0.5","1.6","0.6","0.3","0.1","0.6","1.15"
"*04exe*","Monte Morris","DET/MIN","PG,G","361","SaraS","30","32.51","1.9",".405","0.8",".386",".684","5.0","0.2","1.5","2.1","0.6","0.3","0.2","9.86"
"*06him*","Trey Jemison","WAS/MEM","C","362","FA","26","32.26","3.0",".551","0.0","0",".840","6.8","2.6","2.8","1.1","0.5","1.1","1.4","0.79"
"*05qud*","Aleksej Pokusevski","OKC/CHA","PF,F,C","363","FA","24","32.19","1.8",".405","0.6",".327",".732","5.2","0.6","2.6","1.3","0.5","0.5","0.7","1.84"
"*049kh*","Kevin Knox","DET/UTA","SF,PF,F","364","FA","26","32.06","2.8",".462","1.0",".330",".909","7.2","0.6","1.8","0.7","0.4","0.2","0.7","1.05"
"*031ls*","Alex Len","SAC","C","365","FA","32","31.99","1.0",".617","0.0",".000",".588","2.5","1.0","1.7","1.0","0.2","0.7","0.6","1.85"
"*06cd2*","Rayan Rupert","POR","SG,G","366","FA","21","31.57","1.4",".335","0.7",".359",".760","4.0","0.6","1.7","1.6","0.3","0.1","0.8","2.00"
"*05qtu*","Skylar Mays","POR/LAL","SG,G","367","FA","28","31.53","1.7",".396","0.4",".296",".765","4.1","0.3","0.9","2.2","0.6","0.1","0.5","4.25"
"*0626t*","Dominick Barlow","SA","SF,PF,F,C","368","Goat","22","31.15","1.7",".496","0.1",".333",".690","4.4","1.4","2.1","1.1","0.4","0.4","0.3","4.00"
"*05ujd*","Neemias Queta","BOS","C","369","FA","26","30.77","2.4",".644","0.0","0",".714","5.5","1.9","2.5","0.7","0.5","0.8","0.5","1.54"
"*005ka*","Derrick Rose","MEM","PG,G","370","FA","37","30.49","3.2",".461","0.6",".366",".889","8.0","0.3","1.6","3.3","0.3","0.1","1.3","2.52"
"*005lx*","JaVale McGee","SAC","C","371","FA","38","30.45","1.7",".598","0.0",".143",".578","4.0","0.9","1.8","0.4","0.3","0.4","0.7","0.50"
"*0201u*","Ish Smith","CHA","PG,G","372","FA","37","30.35","1.5",".418","0.1",".500",".750","3.2","0.3","1.5","3.4","0.4","0.1","1.1","3.09"
"*051oz*","Luka Samanic","UTA","PF,F","373","FA","26","30.28","1.4",".380","0.3",".203",".786","4.1","0.5","1.9","0.4","0.1","0.2","0.7","0.68"
"*005l3*","DeAndre Jordan","DEN","C","374","FA","37","30.2","1.6",".624","0.0","0",".491","3.9","1.5","2.9","0.7","0.2","0.4","0.6","1.13"
"*06cdd*","Andre Jackson","MIL","SG,G","375","FA","24","30.11","0.9",".500","0.3",".370",".727","2.2","0.8","1.2","0.9","0.3","0.1","0.5","1.79"
"*051pw*","Jalen McDaniels","TOR","SF,PF,F","376","FA","28","30","1.3",".344","0.2",".169",".730","3.4","0.4","1.2","0.7","0.4","0.1","0.6","1.23"
"*0623c*","Lester Quinones","GS","SG,G","377","FA","25","30","1.5",".397","0.9",".364",".690","4.4","0.6","1.4","1.0","0.2","0.1","0.5","2.12"
"*0018r*","Thaddeus Young","TOR/BKN/PHO","PF,F,C","378","FA","37","29.79","2.0",".602","0.0",".143",".400","4.2","1.4","1.7","1.7","0.7","0.2","0.5","3.80"
"*04qsn*","Svi Mykhailiuk","BOS","SF,F","379","FA","28","29.59","1.4",".416","1.0",".389",".667","4.0","0.3","1.0","0.9","0.3","0.0","0.3","2.92"
"*051p5*","Nassir Little","PHO","SF,PF,F","380","FA","26","29.29","1.3",".460","0.5",".300",".850","3.4","0.3","1.4","0.5","0.2","0.2","0.3","1.50"
"*06cab*","Jarace Walker","IND","PF,F","381","SaraS","22","29.21","1.4",".409","0.7",".400",".889","3.6","0.4","1.5","1.2","0.5","0.3","0.5","2.35"
"*06219*","Johnny Davis","WAS","SG,G","382","FA","24","29.19","1.2",".403","0.3",".350",".583","3.0","0.4","1.1","0.6","0.4","0.2","0.3","2.46"
"*04849*","Danuel House","PHI","SF,F","383","FA","32","28.74","1.4",".448","0.4",".300",".761","4.2","0.5","1.2","0.8","0.4","0.1","0.6","1.47"
"*06ccd*","Noah Clowney","BKN","PF,F","384","TBB","21","28.58","2.2",".538","0.5",".364",".700","5.8","1.1","2.4","0.8","0.3","0.7","0.7","1.20"
"*06cc9*","Olivier-Maxence Prosper","DAL","PF,F","385","aris","23","28.37","1.0",".385","0.3",".289",".683","3.0","0.6","1.4","0.6","0.2","0.1","0.2","2.75"
"*05ujw*","Jericho Sims","NY","C","386","FA","27","28.17","0.8",".691","0.0","0",".667","2.0","1.2","2.0","0.6","0.2","0.4","0.4","1.56"
"*05qtk*","Vit Krejci","ATL","PG,G","387","FA","25","28.08","2.3",".490","1.3",".412",".833","6.1","0.5","1.9","2.3","0.6","0.3","0.9","2.50"
"*062k1*","Javon Freeman-Liberty","TOR","PG,SG,G","388","FA","26","27.96","2.5",".444","0.5",".238",".917","7.0","0.7","2.5","1.8","0.5","0.2","1.1","1.60"
"*0622z*","Orlando Robinson","MIA","C","389","FA","25","27.95","1.0",".500","0.2",".533",".760","2.8","0.8","1.6","0.9","0.2","0.2","0.5","1.89"
"*06ceg*","Ricky Council","PHI","SG,G","390","FA","24","27.53","1.7",".482","0.4",".375",".746","5.4","0.4","1.0","0.5","0.3","0.0","0.2","3.20"
"*03lg1*","Ben Simmons","BKN","PG,SG,G,PF,F","391","aris","29","27.46","2.9",".581","0.0","0",".400","6.1","2.1","5.9","5.7","0.8","0.6","1.8","3.19"
"*0621a*","Ousmane Dieng","OKC","SF,PF,F,C","392","FA","22","27.36","1.5",".422","0.6",".300",".875","4.0","0.3","1.2","1.1","0.2","0.2","0.6","1.95"
"*01ngg*","Wesley Matthews","ATL","SG,G","393","FA","39","27.27","0.9",".351","0.7",".348",".750","3.1","0.3","1.2","0.6","0.4","0.3","0.2","2.88"
"*031lr*","Cody Zeller","NO","C","394","FA","33","27.11","0.6",".419","0.0",".333",".605","1.8","1.1","1.5","0.9","0.2","0.1","0.4","2.44"
"*05ujg*","Isaiah Livers","DET/WAS","PF,F","395","FA","27","27","1.7",".345","1.0",".286",".667","5.0","0.7","1.4","1.1","0.6","0.2","0.7","1.56"
"*05xco*","Matt Ryan","NO","SF,F","396","FA","28","26.66","1.8",".434","1.5",".451",".929","5.4","0.2","1.2","0.6","0.2","0.0","0.7","0.95"
"*05uj6*","Jeremiah Robinson-Earl","NO","PF,F,C","397","FA","25","26.56","1.2",".474","0.3",".333",".750","2.9","0.6","1.4","0.5","0.3","0.1","0.4","1.31"
"*01eog*","Patty Mills","ATL/MIA","PG,G","398","FA","37","26.49","1.4",".351","0.8",".276","1.000","4.0","0.3","0.8","1.1","0.6","0.0","0.5","2.13"
"*04qsb*","Devonte' Graham","SA","PG,G","399","FA","31","26.45","1.7",".352","1.1",".301",".813","5.0","0.2","1.3","2.1","0.4","0.1","0.7","2.88"
"*05ujp*","Brandon Boston","LAC","SG,G","400","FA","24","26.34","2.0",".404","0.4",".269",".697","5.2","0.6","1.0","0.4","0.3","0.3","0.8","0.54"
"*051ow*","Chuma Okeke","ORL","PF,F","401","FA","27","26.26","0.9",".357","0.5",".280",".571","2.3","0.4","1.3","0.4","0.2","0.1","0.3","1.25"
"*05yoh*","Lindy Waters","OKC","SG,G","402","FA","28","26.23","1.3",".471","1.0",".435","1.000","3.6","0.2","0.9","0.6","0.1","0.2","0.2","3.43"
"*065ve*","Stanley Umude","DET","PG,SG,G","403","FA","26","25.86","1.5",".440","1.0",".453",".906","5.3","0.3","1.8","0.5","0.3","0.3","0.6","0.79"
"*05qu7*","Trent Forrest","ATL","PG,G","404","FA","27","25.74","0.9",".378","0.1",".200",".765","2.2","0.3","1.1","2.4","0.3","0.1","0.5","4.60"
"*0623d*","Johnny Juzang","UTA","SG,G","405","FA","25","25.73","2.5",".464","1.6",".416",".714","7.2","0.3","1.4","1.1","0.2","0.1","0.7","1.77"
"*04xhy*","Yuta Watanabe","PHO/MEM","SF,PF,F","406","FA","31","25.36","1.2",".353","0.7",".294",".588","3.4","0.3","1.3","0.4","0.4","0.2","0.6","0.79"
"*05uwa*","A.J. Lawson","DAL","SG,G","407","FA","25","25.11","1.3",".446","0.3",".260",".652","3.2","0.3","0.9","0.5","0.2","0.1","0.3","1.43"
"*06ca2*","Kobe Brown","LAC","PF,F","408","FA","26","25.03","0.8",".411","0.3",".292",".500","2.0","0.5","1.0","0.6","0.3","0.1","0.2","2.78"
"*042nr*","Damian Jones","CLE","C","409","FA","30","24.76","1.1",".597","0.1",".214",".857","2.7","0.5","1.1","0.4","0.2","0.3","0.3","1.15"
"*031mc*","Reggie Bullock","HOU","SF,PF,F","410","FA","35","24.51","0.8",".415","0.6",".403","1.000","2.2","0.1","1.5","0.3","0.3","0.1","0.2","1.50"
"*06235*","Kenneth Lofton","MEM/PHI/UTA","PF,F","411","FA","23","24.41","1.7",".462","0.3",".292",".654","4.6","0.6","1.2","1.6","0.3","0.2","0.7","2.36"
"*05uud*","Justin Champagnie","WAS","SF,F","412","FA","24","24.37","2.1",".410","0.9",".289",".800","5.9","1.3","2.3","1.3","0.7","0.6","0.7","1.90"
"*05quf*","Ashton Hagans","POR","PG,SG,G","413","FA","26","24.26","1.5",".408","0.4",".320",".824","4.2","0.7","1.6","2.8","0.6","0.5","1.6","1.80"
"*01ng2*","Garrett Temple","TOR","SG,G","414","FA","39","24.18","1.1",".372","0.4",".300",".818","3.3","0.7","1.0","1.0","0.4","0.1","0.5","2.00"
"*06hfc*","Tosan Evbuomwan","MEM/DET","SF,F","415","FA","25","24.16","2.1",".507","0.7",".375",".680","5.9","1.1","2.5","0.9","0.4","0.3","0.5","1.78"
"*042nl*","Furkan Korkmaz","PHI","SG,G","416","FA","28","23.59","0.9",".395","0.4",".350",".700","2.5","0.1","0.7","0.7","0.4","0.1","0.3","2.50"
"*02q81*","P.J. Tucker","PHI/LAC","SF,F","417","FA","40","23.58","0.6",".360","0.4",".371","1.000","1.7","0.9","1.8","0.5","0.5","0.2","0.3","2.00"
"*05uji*","Kessler Edwards","SAC","SF,F","418","FA","25","23.45","0.6",".415","0.4",".385",".556","1.7","0.2","0.6","0.3","0.2","0.1","0.1","3.75"
"*06avs*","Justin Minaya","POR","SF,F","419","FA","27","23.29","0.6",".297","0.4",".245",".556","1.8","0.9","0.8","0.6","0.3","0.3","0.3","2.33"
"*06ccu*","Tristan Vukcevic","WAS","C","420","Brid","23","23.11","2.9",".433","1.0",".278",".773","8.5","0.6","3.0","1.3","0.5","0.7","1.0","1.30"
"*0558v*","Javonte Green","CHI","SG,G","421","FA","32","23.03","5.0",".600","1.1",".370",".769","12.2","2.2","5.2","0.6","1.1","0.9","0.8","0.71"
"*06dob*","Leaky Black","CHA","SF,PF,F","422","FA","26","23.01","1.0",".481","0.3",".450",".667","2.7","0.3","1.5","0.9","0.3","0.4","0.2","4.00"
"*0661b*","Jamal Cain","MIA","SF,F","423","FA","27","22.97","1.3",".430","0.4",".355",".783","3.7","0.6","0.8","0.4","0.4","0.2","0.3","1.25"
"*0622i*","Gui Santos","GS","SF,PF,F","424","FA","23","22.82","1.2",".509","0.4",".370",".941","3.6","0.7","1.4","0.6","0.2","0.1","0.3","2.00"
"*06cdf*","Julian Phillips","CHI","SF,F","425","FA","22","22.47","0.8",".416","0.3",".316",".684","2.2","0.3","0.6","0.3","0.2","0.2","0.3","1.30"
"*05ujr*","Charles Bassey","SA","C","426","FA","25","22.33","1.5",".725","0.0",".000",".833","3.3","1.2","2.8","1.1","0.4","0.9","0.8","1.40"
"*05qtc*","Kira Lewis","NO/TOR/UTA","PG,G","427","FA","24","22.13","1.2",".370","0.1",".121",".850","3.2","0.3","0.6","1.3","0.3","0.1","0.5","2.64"
"*0623e*","Collin Gillespie","DEN","PG,G","428","FA","26","22.05","1.3",".464","0.6",".395",".667","3.6","0.0","0.8","1.1","0.5","0.0","0.6","1.93"
"*027pf*","Cory Joseph","GS","PG,G","429","FA","34","21.63","0.9",".359","0.5",".310",".571","2.4","0.2","0.9","1.6","0.2","0.1","0.5","3.50"
"*05qu4*","Saben Lee","PHO","PG,G","430","FA","26","21.61","0.8",".364","0.1",".125",".744","3.0","0.4","0.9","1.3","0.3","0.1","0.3","3.75"
"*05ujq*","Luka Garza","MIN","PF,F,C","431","FA","27","21.54","1.4",".480","0.4",".281",".720","4.0","0.8","0.5","0.2","0.2","0.0","0.2","0.67"
"*06ca4*","Kobe Bufkin","ATL","SG,G","432","Johnny","22","21.5","2.0",".370","0.5",".225",".500","4.8","0.4","1.6","1.6","0.4","0.3","0.6","2.70"
"*063d0*","Jared Rhoden","DET","SG,G","433","FA","26","21.32","1.9",".500","0.7",".387",".625","4.9","0.2","1.8","0.8","0.2","0.8","0.4","2.00"
"*027ox*","Markieff Morris","DAL","PF,F","434","FA","36","21.19","0.9",".338","0.6",".357",".833","2.5","0.2","1.3","0.6","0.2","0.1","0.5","1.33"
"*0598b*","Moses Brown","POR","C","435","FA","26","21.1","1.5",".508","0.0","0",".290","3.4","1.7","2.2","0.3","0.2","0.3","0.5","0.64"
"*05wqp*","Micah Potter","UTA","C","436","FA","27","20.06","1.2",".475","0.6",".429",".750","3.3","0.6","2.1","0.4","0.3","0.4","0.3","1.20"
"*051pn*","Jaylen Nowell","MEM/DET","SG,G","437","FA","26","19.89","2.6",".436","0.5",".207",".778","6.2","0.5","1.4","1.5","0.3","0.2","0.5","2.71"
"*065vd*","Jules Bernard","WAS","PG,SG,G","438","FA","26","19.77","1.5",".453","0.6",".379",".556","3.9","0.5","0.8","0.8","0.2","0.1","0.4","2.00"
"*06dq7*","Onuralp Bitim","CHI","SG,G","439","FA","27","19.62","1.4",".381","0.5",".273",".800","3.5","0.3","1.1","0.6","0.1","0.1","0.4","1.30"
"*06cdj*","Colby Jones","SAC","SG,G","440","FA","23","19.51","0.9",".394","0.1",".091",".545","2.1","0.6","0.8","0.7","0.2","0.2","0.3","2.00"
"*05qsr*","Theo Maledon","CHA/PHO","PG,G","441","FA","24","19.48","1.2",".286","0.3",".167",".933","3.5","0.2","1.2","1.6","0.4","0.0","1.1","1.56"
"*05wkd*","Jeff Dowtin","PHI","PG,G","442","FA","28","19.24","1.7",".556","0.8",".474",".750","4.3","0.3","1.4","2.3","0.6","0.1","0.4","5.40"
"*05uxx*","DeJon Jarreau","MEM","SG,G","443","FA","28","19.08","1.9",".340","0.4",".308",".455","4.8","0.9","4.0","2.9","0.7","0.2","1.0","2.89"
"*06hdz*","Nathan Mensah","CHA","SF,PF,F,C","444","FA","27","18.91","0.5",".429","0.0","0",".750","1.3","1.2","1.4","0.4","0.2","0.6","0.6","0.64"
"*065b6*","Ibou Badji","POR","C","445","FA","23","18.82","0.6",".636","0.0","0",".500","1.5","0.9","1.4","0.6","0.1","0.9","0.7","0.87"
"*051p1*","Brandon Clarke","MEM","PF,F","446","Devs","29","18.19","5.5",".559","0.2",".167",".143","11.3","2.2","3.2","1.5","0.8","1.0","0.5","3.00"
"*03xmw*","Harry Giles","BKN/LAL","C","447","FA","27","18.05","1.0",".460","0.1",".214",".538","2.4","0.5","0.8","0.3","0.1","0.1","0.3","1.00"
"*051p3*","Darius Bazley","PHI/UTA","PF,F","448","FA","25","18.05","2.0",".600","0.2",".250",".833","5.3","0.9","2.2","0.8","0.7","0.8","0.9","0.88"
"*06228*","Josh Minott","MIN","SF,F","449","FA","23","17.95","0.5",".472","0.1",".400",".857","1.6","0.1","0.4","0.3","0.2","0.2","0.1","4.00"
"*05qtz*","Zavier Simpson","MEM","PG,G","450","FA","29","17.78","2.4",".315","0.7",".294",".750","6.0","0.6","2.3","3.6","1.0","0.4","1.4","2.50"
"*05uuj*","Terry Taylor","CHI","PF,F","451","FA","26","17.73","0.6",".513","0.1",".222",".800","1.5","0.5","0.6","0.3","0.2","0.1","0.2","1.43"
"*05qtg*","Trevelin Queen","ORL","PG,SG,G","452","FA","29","17.6","1.0",".368","0.2",".176",".750","2.9","0.2","1.2","1.3","0.5","0.4","0.5","2.57"
"*06cet*","Terquavion Smith","PHI","PG,G","453","FA","23","17.6","1.1",".391","0.8",".371",".600","3.3","0.0","0.3","0.8","0.5","0.0","0.4","1.71"
"*031lq*","Otto Porter","TOR/UTA","SF,F","454","FA","32","17.55","0.9",".424","0.5",".348","1.000","2.6","0.4","1.5","0.5","0.3","0.3","0.1","4.00"
"*06kxd*","Maozinha Pereira","MEM","SF,F","455","FA","25","17.51","2.6",".514","0.7",".385",".700","6.9","1.6","3.7","0.3","0.9","0.6","0.7","0.40"
"*051p6*","Dylan Windler","NY/LAL/ATL","SF,F","456","FA","29","17.5","0.9",".500","0.8",".481","0","2.5","0.2","0.8","0.6","0.1","0.0","0.1","5.00"
"*06ccy*","Jalen Pickett","DEN","SG,G","457","FA","26","17.42","0.6",".429","0.3",".360",".750","1.6","0.0","0.5","0.8","0.1","0.0","0.3","2.33"
"*06227*","Ryan Rollins","WAS/MIL","PG,G","458","FA","23","17.34","1.1",".519","0.2",".750",".765","3.4","0.2","0.8","1.1","0.8","0.2","0.6","1.75"
"*05wqo*","Dru Smith","MIA","SG,G","459","FA","28","17.26","1.7",".455","0.8",".412","1.000","4.3","0.7","0.9","1.6","1.0","0.3","0.6","2.80"
"*05y9y*","Brandon Williams","DAL","PG,G","460","FA","26","17.25","1.2",".370","0.2",".200",".647","3.2","0.2","0.5","1.0","0.1","0.1","0.4","2.43"
"*01en8*","Taj Gibson","NY/DET","PF,F","461","FA","40","17.17","0.8",".405","0.1",".200","1.000","1.7","0.6","1.3","0.6","0.1","0.3","0.3","2.20"
"*0664y*","Nate Williams","HOU","SG,G","462","FA","27","17.11","1.2",".540","0.1",".400",".538","2.9","0.5","0.5","0.3","0.2","0.0","0.2","1.75"
