"ID","Player","Team","Position","RkOv","Status","Age","Score","FGM","FG%","3PTM","3PT%","FT%","PTS","OREB","DREB","AST","ST","BLK","TO","A/TO"
"0392f","Rodney McGruder","DET/DEN","SG,G,SF,F","331","FA","34","39.43","1.9",".436","1.1",".397",".731","5.4","0.6","1.6","0.9","0.4","0.1","0.5","2.00"
"05quh","Zeke Nnaji","DEN","PF,F","332","Brid","25","39.22","2.3",".516","0.9",".463",".631","6.6","1.4","2.2","0.4","0.4","0.3","0.6","0.74"
"056aq","Terence Davis","SAC","SG,G,SF,F","333","FA","28","39.05","3.8",".423","1.6",".329",".818","10.4","0.4","2.8","1.3","0.8","0.4","1.1","1.21"
"05uiv","Keon Johnson","LAC/POR","PG,SG,G,SF,F","334","DЯ","24","38.9","2.6",".353","0.9",".340",".804","7.2","0.6","1.5","2.1","0.8","0.3","1.2","1.65"
"04ewc","Zach Collins","SA","PF,F,C","335","FA","28","38.75","2.7",".490","0.5",".341",".800","7.8","1.6","3.8","2.2","0.5","0.8","1.6","1.36"
"04849","Danuel House","HOU/NY/UTA","SF,PF,F","336","FA","32","38.59","1.9",".404","1.0",".376",".759","5.9","0.4","2.2","1.0","0.5","0.4","0.8","1.33"
"00107","Rajon Rondo","LAL/CLE","PG,G","337","FA","40","38.52","1.7",".386","0.8",".352",".731","4.8","0.4","2.4","4.4","0.8","0.2","1.7","2.50"
"05ujk","Dalano Banton","TOR","PG,SG,G,SF,PF,F","338","FA","26","38.41","1.3",".411","0.2",".255",".591","3.2","0.6","1.3","1.5","0.4","0.2","0.8","1.87"
"04aqo","David Nwaba","HOU","SG,G,SF,PF,F","339","FA","33","38.19","1.8",".483","0.3",".306",".716","5.1","0.9","2.4","0.8","0.6","0.4","0.5","1.67"
"05ujh","Greg Brown","POR","SF,PF,F","340","FA","24","38.15","1.7",".426","0.4",".311",".677","4.7","0.8","2.0","0.7","0.5","0.5","0.8","0.97"
"031ls","Alex Len","SAC","PF,F,C","341","FA","32","38.11","2.4",".534","0.2",".286",".651","6.0","1.3","2.8","1.2","0.3","0.6","1.1","1.05"
"05qu4","Saben Lee","DET","PG,G","342","FA","26","38.06","1.9",".390","0.4",".233",".789","5.6","0.5","1.9","2.9","1.0","0.3","1.0","2.97"
"03wr4","T.J. McConnell","IND","PG,SG,G","343","TBB","34","37.98","3.7",".481","0.4",".303",".826","8.5","0.7","2.6","4.9","1.1","0.4","1.1","4.52"
"049s5","Dennis Smith","POR","PG,G","344","FA","28","37.91","2.1",".418","0.2",".222",".656","5.6","0.5","1.8","3.6","1.2","0.3","1.4","2.59"
"01eny","Wayne Ellington","LAL","SG,G,SF,F","345","FA","38","37.73","2.3",".414","1.9",".389",".818","6.7","0.2","1.6","0.7","0.5","0.1","0.4","1.58"
"01ngg","Wesley Matthews","MIL","SG,G","346","FA","39","37.64","1.8",".395","1.1",".338",".786","5.1","0.6","1.3","0.7","0.5","0.2","0.4","2.00"
"005l3","DeAndre Jordan","LAL/PHI","C","347","FA","37","37.28","1.9",".643","0.0","0",".550","4.3","1.7","3.8","0.4","0.3","0.7","0.8","0.57"
"04qsn","Svi Mykhailiuk","TOR","SF,F","348","FA","28","36.96","1.6",".389","0.7",".306",".865","4.6","0.4","1.3","0.8","0.5","0.1","0.6","1.41"
"0018m","Andre Iguodala","GS","SG,G,SF,F","349","FA","42","36.76","1.5",".380","0.5",".230",".750","4.0","0.7","2.5","3.7","0.9","0.7","0.9","4.07"
"04416","Frank Ntilikina","DAL","PG,G","350","FA","27","36.63","1.5",".399","0.7",".342",".960","4.1","0.2","1.2","1.2","0.5","0.1","0.5","2.23"
"042nj","Timothe Luwawu-Cabarrot","ATL","SF,F","351","FA","30","35.95","1.4",".398","0.8",".361",".854","4.4","0.3","1.3","0.8","0.3","0.1","0.4","2.00"
"005le","Robin Lopez","ORL","C","352","FA","37","35.52","3.1",".553","0.1",".333",".593","7.1","1.9","1.6","1.5","0.1","0.5","1.2","1.23"
"04eww","Davon Reed","DEN","SG,G","353","FA","30","35.41","1.7",".503","0.8",".430",".667","4.4","0.3","2.0","1.1","0.5","0.2","0.3","3.31"
"02nff","Maurice Harkless","SAC","SF,PF,F","354","FA","32","35.07","1.8",".459","0.7",".307",".714","4.6","0.3","2.1","0.5","0.6","0.5","0.7","0.74"
"027oq","Bismack Biyombo","PHO","C","355","FA","33","34.69","2.4",".593","0.0","0",".535","5.8","1.8","2.9","0.6","0.3","0.7","0.7","0.92"
"031m8","Gorgui Dieng","ATL","PF,F,C","356","FA","36","34.56","1.2",".473","0.7",".426",".731","3.5","0.7","2.0","0.8","0.3","0.3","0.5","1.70"
"05qu7","Trent Forrest","UTA","PG,SG,G","357","FA","27","34.46","1.3",".490","0.1",".185",".792","3.3","0.4","1.3","1.8","0.5","0.1","0.8","2.21"
"051ou","Romeo Langford","BOS/SA","SG,G","358","FA","26","34.26","1.7",".435","0.6",".341",".548","4.5","0.6","1.6","0.4","0.5","0.3","0.3","1.31"
"01uyt","Derrick Favors","OKC","PF,F,C","359","FA","34","33.59","2.4",".516","0.1",".125",".640","5.3","1.5","3.2","0.6","0.4","0.3","0.2","2.78"
"04ex5","Thomas Bryant","WAS","C","360","Thad","28","33.58","2.9",".520","0.4",".286",".875","7.4","1.0","3.0","0.9","0.2","0.8","0.7","1.21"
"04ews","Tony Bradley","CHI","C","361","FA","28","33.58","1.3",".585","0.0","0",".655","3.0","1.2","2.2","0.5","0.2","0.6","0.6","0.79"
"05qtk","Vit Krejci","OKC","PG,G","362","FA","25","33.5","2.3",".407","1.1",".327",".864","6.2","0.6","2.8","1.9","0.6","0.3","1.0","1.97"
"05uio","Moses Moody","GS","PG,SG,G,SF,F","363","DЯ","23","33.2","1.5",".437","0.8",".364",".778","4.4","0.3","1.2","0.4","0.1","0.2","0.3","1.77"
"05qsn","Malachi Flynn","TOR","PG,G","364","erUP","27","33.17","1.6",".393","0.7",".333",".625","4.3","0.2","1.2","1.6","0.5","0.1","0.3","5.38"
"05ujq","Luka Garza","DET","C","365","FA","27","32.83","2.1",".449","0.5",".327",".623","5.8","1.8","1.3","0.6","0.3","0.2","0.6","1.11"
"04w4b","Brandon Goodwin","TOR/CLE","PG,G","366","FA","30","32.6","1.8",".416","0.5",".345",".632","4.8","0.4","1.5","2.5","0.7","0.0","1.0","2.53"
"05qsp","Isaiah Joe","PHI","SG,G","367","FA","26","32.42","1.1",".350","0.8",".333",".935","3.6","0.1","0.9","0.6","0.3","0.1","0.3","1.84"
"05uj3","Day'Ron Sharpe","BKN","PF,F,C","368","aris","24","32.37","2.7",".577","0.1",".286",".585","6.2","2.5","2.5","0.5","0.3","0.5","0.9","0.57"
"051pr","Ignas Brazdeikis","ORL","SF,F","369","FA","27","31.99","1.9",".431","0.6",".310",".656","5.0","0.5","1.2","0.9","0.2","0.1","0.4","2.18"
"05yoh","Lindy Waters","OKC","SG,G","370","FA","28","31.96","2.8",".406","2.1",".363",".800","8.0","0.2","2.7","1.0","0.8","0.3","0.4","2.18"
"031m7","Tony Snell","POR/NO","SG,G,SF,F","371","FA","34","31.91","1.3",".404","0.8",".352","1.000","3.5","0.3","1.6","0.5","0.3","0.2","0.4","1.47"
"04ex9","Sterling Brown","DAL","SG,G,SF,F","372","FA","31","31.84","1.2",".381","0.6",".304",".933","3.3","0.5","2.5","0.7","0.3","0.1","0.5","1.48"
"05qv9","Anthony Gill","WAS","SF,PF,F","373","FA","33","31.61","1.4",".569","0.3",".538",".808","4.1","0.8","1.2","0.6","0.1","0.3","0.4","1.50"
"049s6","Markelle Fultz","ORL","PG,SG,G","374","aris","27","31.38","4.6",".474","0.2",".235",".806","10.8","0.2","2.5","5.5","1.1","0.3","2.2","2.48"
"005lm","Goran Dragic","TOR/SA/BKN","PG,SG,G","375","FA","39","31.27","2.7",".377","0.8",".254",".818","7.5","0.6","2.5","4.1","0.9","0.2","1.6","2.53"
"05ujs","Sandro Mamukelashvili","MIL","PF,F,C","376","FA","26","31.19","1.4",".496","0.5",".423",".818","3.8","0.9","1.1","0.5","0.2","0.2","0.4","1.47"
"03apy","Rodney Hood","MIL/LAC","SG,G,SF,F","377","FA","33","31.13","1.1",".369","0.6",".330",".895","3.1","0.3","1.2","0.7","0.3","0.1","0.2","3.45"
"05qt4","Aaron Nesmith","BOS","SG,G,SF,F","378","FA","26","31.01","1.4",".396","0.6",".270",".808","3.8","0.3","1.4","0.4","0.4","0.1","0.6","0.71"
"04xhy","Yuta Watanabe","TOR","SF,PF,F","379","FA","31","30.66","1.5",".406","0.7",".342",".600","4.3","0.5","1.9","0.6","0.3","0.4","0.5","1.11"
"031lt","Nerlens Noel","NY","PF,F,C","380","Brid","31","30.5","1.3",".533","0.0",".000",".700","3.4","1.9","3.7","0.9","1.2","1.2","0.8","1.15"
"042nb","Juancho Hernangomez","BOS/SA/UTA","PF,F,C","381","FA","30","30.33","1.1",".415","0.6",".348",".559","3.3","0.7","1.8","0.5","0.3","0.3","0.4","1.25"
"03e6m","Elfrid Payton","PHO","PG,G","382","FA","32","30.31","1.3",".383","0.1",".222",".375","3.0","0.4","1.3","2.0","0.5","0.1","0.9","2.11"
"05uje","Jared Butler","UTA","PG,SG,G","383","FA","25","30.25","1.5",".404","0.7",".318",".688","3.8","0.1","1.0","1.5","0.4","0.2","0.8","1.91"
"05yab","Olivier Sarr","OKC","C","384","FA","27","30.17","2.6",".574","0.6",".448",".828","7.0","1.5","2.7","0.9","0.3","0.7","1.0","0.86"
"031lw","Trey Burke","DAL","PG,G","385","FA","33","30.15","2.0",".391","0.6",".317",".870","5.1","0.1","0.7","1.4","0.3","0.0","0.6","2.19"
"05qwu","Killian Tillie","MEM","C","386","FA","28","30.13","1.2",".339","0.8",".314",".625","3.3","0.6","1.1","0.6","0.6","0.4","0.4","1.69"
"02qe4","Kent Bazemore","LAL","SG,G,SF,F","387","FA","36","29.72","1.2",".324","0.7",".362",".765","3.4","0.3","1.4","0.9","0.6","0.2","0.5","1.62"
"03wqx","Keifer Sykes","IND","PG,SG,G","388","FA","32","29.7","2.2",".363","0.8",".300",".882","5.6","0.3","1.2","1.9","0.4","0.1","1.0","1.88"
"04qrx","Josh Okogie","MIN","SG,G,SF,F","389","FA","27","29.16","0.9",".404","0.3",".298",".686","2.7","0.6","0.8","0.5","0.5","0.2","0.5","1.09"
"042n5","Marquese Chriss","DAL","PF,F,C","390","FA","28","29.11","1.8",".463","0.2",".320",".667","4.5","1.0","2.1","0.5","0.4","0.4","0.5","1.00"
"001bo","Paul Millsap","BKN/PHI","PF,F,C","391","FA","41","28.89","1.4",".391","0.2",".229",".708","3.5","1.2","2.2","0.9","0.3","0.4","0.6","1.53"
"051pm","Admiral Schofield","ORL","SF,PF,F","392","FA","29","28.78","1.4",".419","0.7",".329",".800","3.8","0.4","1.9","0.7","0.1","0.1","0.6","1.19"
"005ki","Brook Lopez","MIL","C","393","Dcks","37","28.61","4.7",".466","1.5",".358",".870","12.4","1.5","2.6","0.5","0.6","1.2","0.9","0.50"
"03e7e","Thanasis Antetokounmpo","MIL","SF,F","394","FA","33","28.59","1.5",".547","0.0",".143",".630","3.6","0.8","1.3","0.5","0.3","0.3","0.5","0.85"
"027q9","Isaiah Thomas","LAL/DAL/CHA","PG,G","395","FA","37","28.55","3.0",".401","1.3",".337",".846","8.4","0.2","1.1","1.5","0.3","0.2","0.7","2.27"
"031lr","Cody Zeller","POR","C","396","FA","33","28.46","1.9",".567","0.0",".000",".776","5.2","1.9","2.8","0.8","0.3","0.2","0.7","1.16"
"05ujw","Jericho Sims","NY","SF,PF,F,C","397","FA","27","28.29","1.0",".722","0.0","0",".414","2.2","1.5","2.6","0.5","0.3","0.5","0.5","1.05"
"057a2","Kelan Martin","IND/BOS","SF,PF,F","398","FA","30","28.19","2.3",".409","0.7",".293",".692","5.7","0.6","1.3","0.7","0.4","0.3","0.5","1.50"
"027p2","Enes Kanter","BOS/HOU","C","399","FA","33","28.16","1.5",".526","0.1",".400",".857","3.7","1.7","2.8","0.2","0.1","0.4","0.6","0.40"
"051p6","Dylan Windler","CLE","SF,F","400","FA","29","28.09","0.7",".378","0.4",".300",".833","2.2","0.4","1.4","0.7","0.3","0.1","0.3","2.13"
"05qsl","Patrick Williams","CHI","SF,PF,F","401","aris","24","27.9","3.2",".529","0.9",".517",".732","9.0","1.0","3.1","0.9","0.5","0.5","0.9","0.94"
"05ujg","Isaiah Livers","DET","SF,PF,F","402","FA","27","27.87","2.2",".456","1.4",".422",".857","6.4","0.8","2.2","1.1","0.7","0.4","0.8","1.40"
"052q1","Matt Thomas","CHI","SG,G","403","FA","31","27.76","1.4",".410","0.9",".385",".800","4.0","0.1","1.2","0.5","0.2","0.1","0.2","2.50"
"0598b","Moses Brown","DAL/CLE","C","404","FA","26","27.7","1.6",".593","0.0","0",".597","4.3","1.0","2.4","0.0","0.2","0.4","0.5","0.05"
"04vu2","Wenyen Gabriel","BKN/LAC/NO/LAL","PF,F","405","FA","29","27.59","2.1",".491","0.3",".286",".595","5.4","1.5","2.2","0.5","0.2","0.4","0.6","0.88"
"05qts","Nathan Knight","MIN","PF,F,C","406","FA","28","27.57","1.2",".511","0.1",".308",".733","3.7","0.9","1.4","0.6","0.2","0.2","0.5","1.22"
"05qtd","Nick Richards","CHA","C","407","FA","28","27.27","1.2",".667","0.0","0",".698","3.0","0.7","1.0","0.3","0.2","0.4","0.5","0.54"
"05qst","Paul Reed","PHI","SF,PF,F,C","408","erUP","26","27.09","1.4",".563","0.1",".250",".429","3.1","1.2","1.3","0.4","0.9","0.4","0.3","1.60"
"04ug6","Gary Clark","NO","SF,F","409","FA","31","26.97","0.9",".375","0.7",".400",".700","2.7","0.6","1.8","0.5","0.3","0.2","0.3","1.80"
"05uj4","Santi Aldama","MEM","SF,PF,F,C","410","FA","25","26.91","1.7",".402","0.2",".125",".625","4.1","1.0","1.7","0.7","0.2","0.3","0.5","1.31"
"051om","Jarrett Culver","MEM","PG,SG,G","411","FA","27","26.61","1.4",".378","0.3",".255",".471","3.5","0.4","0.9","0.9","0.5","0.1","0.5","1.65"
"05uil","James Bouknight","CHA","PG,SG,G","412","Yarrrr","25","26.6","1.6",".348","0.5",".347",".871","4.6","0.7","1.0","0.8","0.2","0.0","0.5","1.73"
"0014u","Trevor Ariza","LAL","SG,G,SF,F","413","FA","40","26.27","1.4",".333","0.8",".270",".556","4.0","0.4","3.0","1.1","0.5","0.3","0.5","2.45"
"03e6z","Joe Harris","BKN","SG,G,SF,F","414","Thad","34","26.17","4.0",".452","2.9",".466",".833","11.3","0.4","3.6","1.0","0.5","0.1","1.1","0.88"
"042n2","Kris Dunn","POR","PG,SG,G","415","PNB","32","26.03","3.1",".431","0.1",".091",".944","7.6","0.6","2.9","5.6","1.6","0.2","2.3","2.47"
"05qta","Elijah Hughes","UTA/POR","SG,G","416","FA","28","25.87","1.3",".326","0.7",".263",".778","3.5","0.2","1.4","0.6","0.4","0.2","0.5","1.29"
"03nwr","Justin Anderson","CLE/IND","SG,G,SF,F","417","FA","32","25.49","2.3",".379","0.9",".254",".789","6.4","0.3","2.6","2.1","0.5","0.4","0.5","4.13"
"05qtc","Kira Lewis","NO","PG,G","418","Guns","24","25.49","2.5",".404","0.5",".224",".833","5.9","0.4","1.3","2.0","0.5","0.0","1.1","1.88"
"05uue","Ishmail Wainright","PHO","SF,F","419","FA","31","25.48","0.9",".394","0.4",".322",".583","2.4","0.6","0.6","0.3","0.4","0.1","0.3","1.15"
"04ex0","Semi Ojeleye","MIL/LAC","SF,PF,F","420","FA","31","25.26","1.0",".303","0.5",".300",".793","3.3","0.9","1.6","0.3","0.2","0.2","0.3","1.00"
"04qrm","Collin Sexton","CLE","PG,SG,G","421","Devs","27","25.26","6.2",".450","1.0",".244",".744","16.0","1.2","2.1","2.1","0.9","0.0","2.8","0.74"
"04ik2","PJ Dozier","DEN/BOS/ORL","PG,SG,G,SF,F","422","FA","29","24.96","2.0",".364","0.8",".313",".769","5.4","0.8","2.7","1.6","0.6","0.3","0.7","2.23"
"05wvu","David Duke","BKN","PG,SG,G","423","FA","26","24.91","1.8",".361","0.4",".243",".810","4.7","1.4","1.7","0.8","0.6","0.3","0.4","1.89"
"05uja","Miles McBride","NY","PG,SG,G","424","FA","25","24.62","0.8",".296","0.4",".250",".667","2.2","0.1","0.9","1.0","0.3","0.0","0.1","8.20"
"027ox","Markieff Morris","MIA","PF,F,C","425","FA","36","24.4","3.2",".474","0.8",".333",".889","7.6","1.0","1.6","1.4","0.4","0.1","1.2","1.15"
"0522u","Jaylen Hoard","OKC","SF,PF,F","426","FA","27","23.82","6.3",".489","1.3",".360",".429","14.7","4.3","7.7","2.4","0.9","0.7","1.1","2.13"
"02gxr","Brad Wanamaker","IND/WAS","PG,G","427","FA","36","23.51","1.2",".364","0.2",".235",".920","3.6","0.3","1.4","2.4","0.3","0.3","1.0","2.39"
"05qui","Markus Howard","DEN","SG,G","428","FA","27","23.35","1.3",".386","0.9",".400",".870","4.1","0.1","0.3","0.2","0.3","0.0","0.2","1.00"
"01uyg","Greg Monroe","MIN/WAS/MIL/UTA","PF,F,C","429","FA","35","23.17","2.3",".561","0.0","0",".522","5.4","2.1","2.4","1.6","0.6","0.7","0.9","1.83"
"03nwo","Frank Kaminsky","PHO","C","430","FA","32","23.04","4.0",".545","0.6",".333",".900","10.6","1.2","3.3","1.4","0.9","0.8","0.6","2.60"
"059q8","Keljin Blevins","POR","SG,G,SF,F","431","FA","30","22.97","1.1",".306","0.7",".292",".545","3.1","0.5","0.9","0.6","0.4","0.0","0.5","1.12"
"05uud","Justin Champagnie","TOR","SF,F","432","FA","24","22.8","0.9",".463","0.3",".357","1.000","2.3","1.0","1.0","0.3","0.2","0.1","0.2","1.38"
"04xgm","Chris Chiozza","GS","PG,G","433","FA","30","22.74","0.7",".296","0.5",".321",".667","2.0","0.3","0.8","1.9","0.4","0.0","0.9","2.03"
"031lp","Victor Oladipo","MIA","SG,G,SF,F","434","Devs","33","22.44","4.4",".479","1.9",".417",".737","12.4","0.4","2.5","3.5","0.6","0.1","2.0","1.75"
"049kh","Kevin Knox","NY/ATL","SF,PF,F","435","FA","26","22.3","1.0",".365","0.5",".278",".727","3.1","0.5","1.0","0.3","0.1","0.1","0.2","1.43"
"05ujb","JT Thor","CHA","SF,PF,F","436","FA","23","22.25","0.7",".436","0.2",".259",".600","2.0","0.3","1.0","0.6","0.2","0.3","0.3","1.90"
"05vyx","Daishen Nix","HOU","PG,G","437","FA","24","22.09","1.1",".403","0.3",".269",".533","3.2","0.3","1.1","1.7","0.6","0.0","1.1","1.54"
"05uix","Usman Garuba","HOU","SF,PF,F","438","zambo","24","21.82","0.8",".432","0.2",".250",".714","2.0","0.9","2.6","0.7","0.4","0.5","0.3","2.83"
"04qrr","Michael Porter","DEN","SF,PF,F","439","aris","27","21.74","4.1",".359","1.1",".208",".556","9.9","1.0","5.6","1.9","1.1","0.2","1.3","1.42"
"051pc","KZ Okpala","MIA/OKC","SF,PF,F","440","FA","26","21.53","1.4",".435","0.4",".346",".727","3.7","0.5","1.4","0.7","0.2","0.3","0.2","2.80"
"05qsz","Reggie Perry","POR/IND","PF,F","441","FA","26","21.48","4.0",".506","0.3",".188",".600","9.2","1.5","3.2","1.2","0.9","0.6","1.1","1.09"
"056ap","Justin Robinson","MIL/SAC/DET","PG,G","442","FA","28","21.22","1.1",".301","0.7",".295",".500","3.1","0.2","0.7","1.3","0.4","0.0","0.7","1.88"
"05ycx","Braxton Key","PHI/DET","SF,F","443","FA","29","21.14","3.0",".458","0.5",".286",".538","7.2","1.2","3.4","1.0","0.9","1.0","1.0","1.00"
"05ujr","Charles Bassey","PHI","C","444","FA","25","20.79","1.3",".638","0.0",".000",".750","3.0","1.0","1.7","0.3","0.2","0.7","0.3","0.88"
"051pe","Bruno Fernando","BOS/HOU","C","445","FA","27","20.72","1.2",".655","0.0",".500",".625","2.9","0.6","1.2","0.2","0.0","0.4","0.5","0.50"
"05wmn","Malcolm Hill","ATL/CHI","SF,F","446","FA","30","20.7","1.3",".462","0.7",".361",".786","3.8","0.6","1.3","0.4","0.4","0.2","0.2","2.67"
"0590m","Lindell Wigginton","MIL","PG,G","447","FA","28","20.65","1.4",".426","0.5",".346",".543","4.2","0.2","1.2","1.2","0.3","0.1","0.6","1.92"
"05ujy","Georgios Kalaitzakis","MIL/OKC","SF,F","448","FA","27","20.31","2.4",".463","0.8",".385",".467","6.6","0.5","1.2","0.9","0.8","0.2","1.5","0.60"
"042o6","Jake Layman","MIN","SF,PF,F","449","FA","32","20.26","0.9",".411","0.2",".229",".722","2.4","0.2","0.9","0.3","0.2","0.1","0.3","0.90"
"05uug","Sam Hauser","BOS","PF,F","450","FA","28","20.01","0.9",".460","0.7",".432","0","2.5","0.2","0.9","0.4","0.0","0.1","0.1","5.00"
"042na","Denzel Valentine","CLE/LAL/NY/UTA","SG,G","451","FA","32","19.95","1.0",".379","0.8",".404","0","2.9","0.4","1.4","0.5","0.3","0.0","0.5","0.92"
"04exc","Vlatko Cancar","DEN","SF,PF,F","452","FA","28","19.82","1.5",".561","0.5",".583",".643","4.1","0.5","1.5","1.1","0.1","0.2","0.6","1.89"
"051pz","Kyle Guy","MIA","SG,G","453","FA","28","19.73","1.4",".400","0.7",".350",".667","3.9","0.2","0.7","0.9","0.4","0.1","0.7","1.31"
"05qtu","Skylar Mays","ATL","PG,SG,G","454","FA","28","19.61","1.1",".500","0.3",".320",".889","2.9","0.2","0.7","0.6","0.3","0.0","0.4","1.70"
"05qsw","Leandro Bolmaro","MIN","PG,SG,G,SF,F","455","FA","25","19.14","0.5",".315","0.1",".278",".846","1.4","0.5","0.8","0.6","0.2","0.0","0.4","1.62"
"05ujf","Joe Wieskamp","SA","PG,SG,G,SF,F","456","FA","26","19","0.7",".357","0.5",".326",".538","2.1","0.1","0.3","0.3","0.1","0.1","0.1","4.50"
"057ot","Tyler Cook","CHI","PF,F","457","FA","28","18.82","1.1",".605","0.0","0",".656","3.4","0.8","1.9","0.1","0.2","0.2","0.3","0.43"
"03scs","Boban Marjanovic","DAL","C","458","FA","37","18.7","1.8",".600","0.0",".250",".591","4.3","0.3","1.3","0.1","0.0","0.1","0.7","0.20"
"05qu5","Udoka Azubuike","UTA","C","459","FA","26","18.6","2.2",".755","0.0","0",".545","4.7","1.1","3.1","0.0","0.1","0.6","0.7","0.00"
"04uq6","Theo Pinson","DAL","SG,G","460","FA","30","18.52","0.7",".359","0.5",".333","1.000","2.5","0.1","1.0","0.9","0.3","0.1","0.3","3.40"
"05ya2","Xavier Moon","LAC","SG,G","461","FA","31","18.48","2.5",".490","0.5",".357",".600","5.8","0.2","1.2","2.4","0.7","0.3","0.6","4.00"
"02v2t","Jabari Parker","BOS","SF,PF,F","462","FA","31","18.13","1.5",".474","0.7",".500","1.000","4.4","0.4","1.9","0.5","0.3","0.1","0.7","0.75"
"059ft","Mychal Mulder","GS/ORL/MIA","PG,G","463","FA","31","18.13","1.4",".312","1.0",".315","1.000","4.1","0.1","1.3","0.3","0.2","0.1","0.5","0.63"
"05wvv","Jamorko Pickett","DET","SF,PF,F","464","FA","28","18.01","1.4",".360","1.0",".333",".500","3.8","0.5","2.0","0.5","0.0","0.5","0.4","1.40"
"057ow","Hassani Gravett","ORL","PG,G","465","FA","29","17.78","2.3",".474","1.4",".423",".750","6.3","0.1","2.5","2.5","0.6","0.1","1.1","2.22"
"03ku2","Tim Frazier","MEM/ORL/CLE","PG,G","466","FA","35","17.75","1.2",".311","0.5",".353",".556","3.3","0.4","1.2","2.8","0.3","0.1","1.3","2.27"
"05qvv","Mamadi Diakite","OKC","SF,PF,F","467","FA","29","17.74","1.9",".532","0.0",".000",".545","4.3","1.3","3.2","0.2","0.4","0.7","0.5","0.29"
"04qsq","Alize Johnson","CHI/WAS/NO","SF,PF,F","468","FA","29","17.69","0.7",".436","0.0",".000",".583","1.8","1.2","1.4","0.4","0.2","0.0","0.5","0.75"
"05wqq","Javonte Smart","MIL/MIA","PG,G","469","FA","26","17.68","1.1",".317","0.5",".296",".833","3.0","0.3","1.1","0.9","0.4","0.2","0.6","1.45"
"059vy","Devin Cannady","ORL","PG,G","470","FA","29","17.61","3.0",".341","3.0",".405",".714","10.0","0.2","1.0","2.0","1.0","0.6","1.0","2.00"
"05wn0","Kevin Pangos","CLE","SG,G","471","FA","33","17.59","0.6",".326","0.3",".231",".750","1.6","0.1","0.4","1.3","0.1","0.0","0.3","4.29"
"04jwc","Alfonzo McKinnie","CHI","SF,F","472","FA","33","17.46","1.4",".393","0.5",".333",".250","3.5","0.8","1.2","0.3","0.1","0.2","0.4","0.71"
"05qtz","Zavier Simpson","OKC","PG,SG,G","473","FA","29","17.37","4.8",".365","0.3",".125","1.000","11.0","0.5","4.8","7.5","1.3","1.0","2.5","3.00"
"05ujd","Neemias Queta","SAC","C","474","FA","26","17.19","1.1",".447","0.0","0",".647","3.0","0.9","1.1","0.4","0.1","0.5","0.4","1.00"
"059cc","Devontae Cacok","SA","PF,F","475","FA","29","16.96","1.4",".677","0.0","0",".571","3.1","0.5","2.3","0.4","0.5","0.5","0.2","2.00"
"01uz6","Ed Davis","CLE","PF,F","476","FA","36","16.94","0.4",".688","0.0","0",".429","0.9","0.5","1.6","0.2","0.1","0.3","0.2","1.40"
"059qc","Louis King","SAC","SF,PF,F","477","FA","26","16.87","1.5",".319","0.8",".296",".700","4.5","0.0","1.2","0.9","0.2","0.1","0.0","99.99"
"04yk1","Haywood Highsmith","MIA","SG,G,SF,F","478","FA","29","16.75","0.8",".348","0.5",".321",".400","2.3","0.5","0.8","0.3","0.1","0.2","0.2","2.00"
"05qsy","Jay Scrubb","LAC","SG,G","479","FA","25","16.54","1.0",".391","0.3",".286",".700","2.7","0.1","0.8","0.4","0.2","0.2","0.4","1.14"
"05qtx","Jahmi'us Ramsey","SAC","SG,G","480","FA","24","16.45","1.3",".414","0.3",".278",".500","3.2","0.2","0.5","0.4","0.1","0.1","0.3","1.40"
"05qt8","Cassius Stanley","DET","SG,G","481","FA","26","16.42","2.1",".413","0.4",".235","1.000","5.8","0.6","1.6","0.4","0.6","0.2","0.7","0.67"
"03apz","Willie Cauley-Stein","DAL/PHI","PF,F,C","482","FA","32","16.41","0.8",".457","0.1",".500",".500","1.7","0.7","1.4","0.5","0.3","0.1","0.3","1.43"
"042oh","Abdel Nader","PHO","SF,PF,F","483","FA","32","16.1","0.9",".343","0.3",".286",".600","2.4","0.3","1.6","0.5","0.6","0.3","0.8","0.64"
"059cd","Charlie Brown","DAL/PHI","SG,G,SF,F","484","FA","29","15.96","0.5",".256","0.0",".083",".900","1.4","0.6","0.8","0.3","0.5","0.2","0.2","1.20"
"059ij","Jared Harper","NO","PG,G","485","FA","28","15.73","2.8",".538","1.0",".417","1.000","7.4","0.4","0.0","2.8","0.8","0.2","0.4","7.00"
"05qtg","Trevelin Queen","HOU","PG,SG,G","486","FA","29","15.69","1.5",".455","0.9",".375","1.000","4.3","0.7","0.9","0.4","0.5","0.1","0.7","0.57"
"04xlm","Paul Watson","OKC","SG,G,SF,F","487","FA","31","15.64","1.3",".343","0.7",".231",".500","3.4","0.3","2.7","0.9","0.3","0.3","0.4","2.00"
"05uiu","Jalen Johnson","ATL","SF,PF,F","488","Guns","24","15.55","1.0",".537","0.1",".231",".714","2.4","0.1","1.1","0.1","0.1","0.1","0.4","0.33"
"051pf","Didi Louzada","NO/POR","SG,G,SF,F","489","FA","26","15.18","1.3",".364","1.0",".391","1.000","3.9","0.6","1.3","0.6","0.2","0.2","0.6","1.00"
"04jw8","Derrick Walton","DET","PG,G","490","FA","30","15.11","2.0",".231","1.0",".231","1.000","6.3","0.7","2.7","7.0","2.3","1.3","3.7","1.91"
